innodb_max_dirty_pages_pct_lwm	0
innodb_max_purge_lag	0
innodb_max_purge_lag_delay	0
innodb_max_undo_log_size	
innodb_monitor_disable	
innodb_monitor_enable	
innodb_monitor_reset	
innodb_monitor_reset_all	
innodb_old_blocks_pct	37
innodb_old_blocks_time	1000
innodb_online_alter_log_max_size	134217728
innodb_optimize_fulltext_only	0
innodb_print_all_deadlocks	OFF
innodb_purge_batch_size	300
innodb_purge_rseg_truncate_frequency	
innodb_random_read_ahead	OFF
innodb_read_ahead_threshold	56
innodb_replication_delay	0
innodb_rollback_segments	128
innodb_spin_wait_delay	6
innodb_stats_auto_recalc	1
innodb_stats_method	nulls_equal
innodb_stats_on_metadata	0
innodb_stats_persistent	ON
innodb_stats_persistent_sample_pages	20
innodb_stats_transient_sample_pages	8
innodb_status_output	OFF
innodb_status_output_locks	OFF
innodb_strict_mode	ON
innodb_sync_spin_loops	30
innodb_table_locks	ON
innodb_thread_concurrency	0
innodb_thread_sleep_delay	10000
innodb_undo_log_truncate	
interactive_timeout	28800
internal_tmp_disk_storage_engine	
join_buffer_size	262144
keep_files_on_create	OFF
key_buffer_size	8388608
key_cache_age_threshold	300
key_cache_block_size	1024
key_cache_division_limit	100
lc_messages	en_US
lc_time_names	en_US
local_infile	ON
lock_wait_timeout	31536000
log_backward_compatible_user_definitions	
log_bin_trust_function_creators	OFF
log_error_verbosity	
log_queries_not_using_indexes	OFF
log_slow_admin_statements	OFF
log_slow_slave_statements	OFF
log_syslog	
log_syslog_facility	
log_syslog_include_pid	
log_syslog_tag	
log_throttle_queries_not_using_indexes	0
log_timestamps	
log_warnings	1
long_query_time	10.000000
low_priority_updates	OFF
master_info_repository	FILE
master_verify_checksum	OFF
max_allowed_packet	67108864
max_binlog_cache_size	18446744073709547520
max_binlog_size	1073741824
max_binlog_stmt_cache_size	18446744073709547520
max_connect_errors	100
max_delayed_threads	20
max_error_count	64
max_execution_time	0
max_heap_table_size	16777216
max_insert_delayed_threads	20
max_join_size	18446744073709551615
max_length_for_sort_data	1024
max_points_in_geometry	65536
max_prepared_stmt_count	-1
max_relay_log_size	0
max_seeks_for_key	18446744073709551615
max_sort_length	1024
max_sp_recursion_depth	0
max_statement_time	
max_user_connections	0
max_write_lock_count	18446744073709551615
min_examined_row_limit	0
mpp_exchange_compression_mode	UNSPECIFIED
mpp_version	UNSPECIFIED
myisam_data_pointer_size	6
myisam_max_sort_file_size	9223372036853727232
myisam_repair_threads	1
myisam_sort_buffer_size	8388608
myisam_stats_method	nulls_unequal
myisam_use_mmap	OFF
mysql_native_password_proxy_users	
ndb_blob_write_batch_bytes	
ndb_deferred_constraints	
ndb_distribution	
ndb_eventbuffer_free_percent	
ndb_eventbuffer_max_alloc	
ndb_force_send	
ndb_index_stat_enable	
ndb_index_stat_option	
ndb_join_pushdown	
ndb_log_binlog_index	
ndb_log_empty_epochs	
ndb_log_updated_only	
ndb_optimization_delay	
ndb_show_foreign_key_mock_tables	
ndb_use_transactions	
ndbinfo_max_rows	
ndbinfo_show_hidden	
net_buffer_length	16384
net_read_timeout	30
net_retry_count	10
net_write_timeout	60
new	OFF
offline_mode	OFF
old_alter_table	OFF
old_passwords	0
optimizer_prune_level	1
optimizer_search_depth	62
optimizer_trace	enabled=off,one_line=off
optimizer_trace_features	greedy_search=on,range_optimizer=on,dynamic_range=on,repeated_subselect=on
optimizer_trace_limit	1
optimizer_trace_max_mem_size	16384
optimizer_trace_offset	-1
password_history	0
password_reuse_interval	0
pd_enable_follower_handle_region	ON
performance_schema_session_connect_attrs_size	4096
preload_buffer_size	32768
profiling	OFF
profiling_history_size	15
query_alloc_block_size	8192
query_prealloc_size	8192
range_alloc_block_size	4096
read_buffer_size	131072
read_only	OFF
read_rnd_buffer_size	262144
relay_log_info_repository	FILE
relay_log_purge	ON
require_secure_transport	OFF
rewriter_enabled	
rewriter_verbose	
rpl_semi_sync_master_enabled	OFF
rpl_semi_sync_master_timeout	10000
rpl_semi_sync_master_trace_level	
rpl_semi_sync_master_wait_for_slave_count	1
rpl_semi_sync_master_wait_no_slave	ON
rpl_semi_sync_master_wait_point	AFTER_SYNC
rpl_semi_sync_slave_enabled	OFF
rpl_semi_sync_slave_trace_level	
rpl_stop_slave_timeout	31536000
secure_auth	ON
server_id	0
session_track_gtids	OFF
session_track_schema	
session_track_state_change	
session_track_system_variables	
sha256_password_proxy_users	
show_compatibility_56	
show_old_temporals	OFF
skip_name_resolve	OFF
slave_allow_batching	OFF
slave_checkpoint_group	512
slave_checkpoint_period	300
slave_compressed_protocol	OFF
slave_exec_mode	STRICT
slave_max_allowed_packet	1073741824
slave_net_timeout	3600
slave_parallel_type	
slave_parallel_workers	0
slave_pending_jobs_size_max	16777216
slave_preserve_commit_order	OFF
slave_rows_search_algorithms	TABLE_SCAN,INDEX_SCAN
slave_sql_verify_checksum	ON
slave_transaction_retries	10
slow_launch_time	2
slow_query_log	0
slow_query_log_file	/usr/local/mysql/data/localhost-slow.log
sort_buffer_size	262144
sql_auto_is_null	OFF
sql_big_selects	ON
sql_buffer_result	OFF
sql_log_off	0
sql_mode	ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION
sql_notes	1
sql_quote_show_create	ON
sql_require_primary_key	OFF
sql_safe_updates	OFF
sql_select_limit	18446744073709551615
sql_slave_skip_counter	0
sql_warnings	OFF
storage_engine	InnoDB
stored_program_cache	256
super_read_only	OFF
sync_binlog	0
sync_frm	ON
sync_master_info	10000
sync_relay_log	10000
sync_relay_log_info	10000
table_definition_cache	2000
table_open_cache	2000
thread_cache_size	9
thread_pool_size	16
tidb_accelerate_user_creation_update	OFF
tidb_adaptive_closest_read_threshold	4096
tidb_advancer_check_point_lag_limit	48h0m0s
tidb_allow_batch_cop	1
tidb_allow_fallback_to_tikv	
tidb_allow_mpp	ON
tidb_allow_tiflash_cop	OFF
tidb_analyze_column_options	ALL
tidb_analyze_default_num_buckets	256
tidb_analyze_default_num_topn	100
tidb_analyze_distsql_scan_concurrency	4
tidb_analyze_partition_concurrency	2
tidb_analyze_skip_column_types	json,blob,mediumblob,longblob,mediumtext,longtext
tidb_analyze_version	2
tidb_auto_analyze_concurrency	3
tidb_auto_analyze_end_time	23:59 +0000
tidb_auto_analyze_partition_batch_size	8192
tidb_auto_analyze_ratio	0.5
tidb_auto_analyze_start_time	00:00 +0000
tidb_auto_build_stats_concurrency	2
tidb_backoff_lock_fast	10
tidb_backoff_weight	2
tidb_batch_pending_tiflash_count	4000
tidb_broadcast_join_threshold_count	10240
tidb_broadcast_join_threshold_size	104857600
tidb_build_sampling_stats_concurrency	2
tidb_build_stats_concurrency	2
tidb_capture_plan_baselines	OFF
tidb_cb_pd_metadata_error_rate_threshold_ratio	0
tidb_cloud_storage_uri	
tidb_committer_concurrency	128
tidb_constraint_check_in_place	OFF
tidb_cost_model_version	2
tidb_ddl_disk_quota	107374182400
tidb_ddl_enable_fast_reorg	ON
tidb_ddl_error_count_limit	512
tidb_ddl_flashback_concurrency	64
tidb_ddl_reorg_batch_size	256
tidb_ddl_reorg_max_write_speed	0
tidb_ddl_reorg_worker_cnt	4
tidb_default_string_match_selectivity	0
tidb_disable_txn_auto_retry	ON
tidb_distsql_scan_concurrency	15
tidb_dml_batch_size	0
tidb_enable_1pc	OFF
tidb_enable_analyze_snapshot	OFF
tidb_enable_async_commit	OFF
tidb_enable_async_merge_global_stats	ON
tidb_enable_auto_analyze	OFF
tidb_enable_auto_analyze_priority_queue	ON
tidb_enable_auto_increment_in_generated	OFF
tidb_enable_batch_dml	OFF
tidb_enable_batch_query_region	OFF
tidb_enable_binding_usage	ON
tidb_enable_cache_prepare_stmt	OFF
tidb_enable_cascades_planner	OFF
tidb_enable_check_constraint	OFF
tidb_enable_clustered_index	ON
tidb_enable_column_tracking	ON
tidb_enable_dist_task	ON
tidb_enable_exchange_partition	ON
tidb_enable_extended_stats	OFF
tidb_enable_external_ts_read	OFF
tidb_enable_fast_analyze	OFF
tidb_enable_fast_create_table	ON
tidb_enable_fast_table_check	ON
tidb_enable_foreign_key	ON
tidb_enable_gc_aware_memory_track	OFF
tidb_enable_global_index	ON
tidb_enable_gogc_tuner	ON
tidb_enable_historical_stats	OFF
tidb_enable_historical_stats_for_capture	OFF
tidb_enable_index_merge	ON
tidb_enable_index_merge_join	OFF
tidb_enable_inl_join_inner_multi_pattern	ON
tidb_enable_instance_plan_cache	OFF
tidb_enable_lazy_cursor_fetch	OFF
tidb_enable_legacy_instance_scope	ON
tidb_enable_list_partition	ON
tidb_enable_local_txn	OFF
tidb_enable_metadata_lock	ON
tidb_enable_mutation_checker	ON
tidb_enable_new_cost_interface	ON
tidb_enable_new_only_full_group_by_check	OFF
tidb_enable_no_backslash_escapes_in_like	ON
tidb_enable_non_prepared_plan_cache	OFF
tidb_enable_non_prepared_plan_cache_for_dml	ON
tidb_enable_noop_functions	OFF
tidb_enable_noop_variables	ON
tidb_enable_null_aware_anti_join	ON
tidb_enable_ordered_result_mode	OFF
tidb_enable_outer_join_reorder	ON
tidb_enable_paging	ON
tidb_enable_parallel_apply	OFF
tidb_enable_parallel_hashagg_spill	ON
tidb_enable_pipelined_window_function	ON
tidb_enable_plan_cache_for_param_limit	ON
tidb_enable_plan_cache_for_subquery	ON
tidb_enable_plan_replayer_capture	ON
tidb_enable_plan_replayer_continuous_capture	OFF
tidb_enable_prepared_plan_cache	ON
tidb_enable_prepared_plan_cache_memory_monitor	ON
tidb_enable_pseudo_for_outdated_stats	OFF
tidb_enable_rate_limit_action	OFF
tidb_enable_resource_control	ON
tidb_enable_reuse_chunk	ON
tidb_enable_row_level_checksum	OFF
tidb_enable_shared_lock_promotion	OFF
tidb_enable_stmt_summary	ON
tidb_enable_strict_double_type_check	ON
tidb_enable_strict_not_null_check	ON
tidb_enable_table_partition	ON
tidb_enable_telemetry	ON
tidb_enable_tiflash_pipeline_model	ON
tidb_enable_tiflash_read_for_write_stmt	ON
tidb_enable_tmp_storage_on_oom	ON
tidb_enable_top_sql	OFF
tidb_enable_ts_validation	ON
tidb_enable_tso_follower_proxy	OFF
tidb_enable_unsafe_substitute	OFF
tidb_enable_vectorized_expression	ON
tidb_enable_window_function	ON
tidb_evolve_plan_baselines	OFF
tidb_evolve_plan_task_end_time	23:59 +0000
tidb_evolve_plan_task_max_time	600
tidb_evolve_plan_task_start_time	00:00 +0000
tidb_executor_concurrency	5
tidb_external_ts	0
tidb_foreign_key_check_in_shared_lock	OFF
tidb_gc_concurrency	-1
tidb_gc_enable	ON
tidb_gc_life_time	10m0s
tidb_gc_max_wait_time	86400
tidb_gc_run_interval	10m0s
tidb_gc_scan_lock_mode	LEGACY
tidb_generate_binary_plan	ON
tidb_gogc_tuner_max_value	500
tidb_gogc_tuner_min_value	100
tidb_gogc_tuner_threshold	0.6
tidb_guarantee_linearizability	ON
tidb_hash_exchange_with_new_collation	ON
tidb_hash_join_concurrency	-1
tidb_hash_join_version	optimized
tidb_hashagg_final_concurrency	-1
tidb_hashagg_partial_concurrency	-1
tidb_historical_stats_duration	168h0m0s
tidb_idle_transaction_timeout	0
tidb_ignore_inlist_plan_digest	ON
tidb_ignore_prepared_cache_close_stmt	OFF
tidb_index_join_batch_size	25000
tidb_index_join_double_read_penalty_cost_rate	0
tidb_index_lookup_concurrency	-1
tidb_index_lookup_join_concurrency	-1
tidb_index_lookup_pushdown_policy	hint-only
tidb_index_lookup_size	20000
tidb_index_merge_intersection_concurrency	-1
tidb_index_serial_scan_concurrency	1
tidb_init_chunk_size	32
tidb_instance_plan_cache_max_size	104857600
tidb_instance_plan_cache_reserved_percentage	0.1
tidb_load_based_replica_read_threshold	1s
tidb_load_binding_timeout	200
tidb_lock_unchanged_keys	ON
tidb_low_resolution_tso	OFF
tidb_low_resolution_tso_update_interval	2000
tidb_max_auto_analyze_time	43200
tidb_max_bytes_before_tiflash_external_group_by	-1
tidb_max_bytes_before_tiflash_external_join	-1
tidb_max_bytes_before_tiflash_external_sort	-1
tidb_max_chunk_size	1024
tidb_max_delta_schema_count	1024
tidb_max_dist_task_nodes	-1
tidb_max_keys_read	0
tidb_max_paging_size	50000
tidb_max_tiflash_threads	-1
tidb_mem_arbitrator_mode	disable
tidb_mem_arbitrator_soft_limit	0
tidb_mem_oom_action	LOG
tidb_mem_quota_analyze	-1
tidb_mem_quota_apply_cache	33554432
tidb_mem_quota_binding_cache	67108864
tidb_mem_quota_query	1073741824
tidb_memory_usage_alarm_keep_record_num	5
tidb_memory_usage_alarm_ratio	0.7
tidb_merge_join_concurrency	1
tidb_merge_partition_stats_concurrency	1
tidb_min_paging_size	128
tidb_mpp_store_fail_ttl	0s
tidb_multi_statement_mode	OFF
tidb_non_prepared_plan_cache_size	100
tidb_nontransactional_ignore_error	OFF
tidb_opt_advanced_join_hint	ON
tidb_opt_agg_push_down	OFF
tidb_opt_always_keep_join_key	ON
tidb_opt_broadcast_cartesian_join	1
tidb_opt_cartesian_join_order_threshold	0
tidb_opt_concurrency_factor	3
tidb_opt_copcpu_factor	3
tidb_opt_correlation_exp_factor	1
tidb_opt_correlation_threshold	0.9
tidb_opt_cpu_factor	3
tidb_opt_derive_topn	OFF
tidb_opt_desc_factor	3
tidb_opt_disk_factor	1.5
tidb_opt_enable_advanced_join_reorder	ON
tidb_opt_enable_alternative_logical_plans	OFF
tidb_opt_enable_correlation_adjustment	ON
tidb_opt_enable_fuzzy_binding	OFF
tidb_opt_enable_hash_join	ON
tidb_opt_enable_late_materialization	ON
tidb_opt_enable_mpp_shared_cte_execution	OFF
tidb_opt_enable_no_decorrelate_in_select	OFF
tidb_opt_enable_non_eval_scalar_subquery	OFF
tidb_opt_enable_semi_join_rewrite	OFF
tidb_opt_enable_three_stage_multi_distinct_agg	OFF
tidb_opt_fix_control	
tidb_opt_force_inline_cte	OFF
tidb_opt_group_ndv_skew_ratio	0
tidb_opt_hash_agg_cost_factor	1
tidb_opt_hash_join_cost_factor	1
tidb_opt_index_join_build_v2	ON
tidb_opt_index_join_cost_factor	1
tidb_opt_index_join_max_scan_rows_ratio	0
tidb_opt_index_lookup_cost_factor	1
tidb_opt_index_merge_cost_factor	1
tidb_opt_index_prune_threshold	20
tidb_opt_index_reader_cost_factor	1
tidb_opt_index_scan_cost_factor	1
tidb_opt_insubq_to_join_and_agg	ON
tidb_opt_join_reorder_threshold	0
tidb_opt_join_reorder_through_proj	OFF
tidb_opt_join_reorder_through_sel	OFF
tidb_opt_limit_cost_factor	1
tidb_opt_limit_push_down_threshold	5000
tidb_opt_memory_factor	0.001
tidb_opt_merge_join_cost_factor	1
tidb_opt_mpp_outer_join_fixed_build_side	OFF
tidb_opt_network_factor	1
tidb_opt_objective	moderate
tidb_opt_ordering_index_selectivity_ratio	0.01
tidb_opt_ordering_index_selectivity_threshold	0
tidb_opt_partial_ordered_index_for_topn	DISABLE
tidb_opt_prefer_range_scan	ON
tidb_opt_prefix_index_single_scan	ON
tidb_opt_projection_push_down	ON
tidb_opt_range_max_size	67108864
tidb_opt_risk_eq_skew_ratio	0
tidb_opt_risk_range_skew_ratio	0
tidb_opt_scale_ndv_skew_ratio	1
tidb_opt_scan_factor	1.5
tidb_opt_seek_factor	20
tidb_opt_selectivity_factor	0.8
tidb_opt_skew_distinct_agg	OFF
tidb_opt_sort_cost_factor	1
tidb_opt_stream_agg_cost_factor	1
tidb_opt_table_full_scan_cost_factor	1
tidb_opt_table_range_scan_cost_factor	1
tidb_opt_table_reader_cost_factor	1
tidb_opt_table_rowid_scan_cost_factor	1
tidb_opt_table_tiflash_scan_cost_factor	1
tidb_opt_three_stage_distinct_agg	ON
tidb_opt_tiflash_concurrency_factor	24
tidb_opt_topn_cost_factor	1
tidb_paging_size_bytes	0
tidb_partition_prune_mode	dynamic
tidb_persist_analyze_options	ON
tidb_pessimistic_txn_fair_locking	ON
tidb_pipelined_dml_resource_policy	standard
tidb_placement_mode	STRICT
tidb_plan_cache_invalidation_on_fresh_stats	ON
tidb_plan_cache_max_plan_size	2097152
tidb_plan_cache_skip_stats_on_binding	ON
tidb_plan_cache_strategy	all
tidb_pre_split_regions	0
tidb_prefer_broadcast_join_by_exchange_data_size	OFF
tidb_prepared_plan_cache_memory_guard_ratio	0.1
tidb_prepared_plan_cache_size	100
tidb_projection_concurrency	-1
tidb_query_log_max_len	4096
tidb_rc_write_check_ts	OFF
tidb_redact_log	OFF
tidb_regard_null_as_point	ON
tidb_remove_orderby_in_subquery	ON
tidb_replica_read	leader
tidb_resource_control_strict_mode	ON
tidb_restricted_read_only	OFF
tidb_retry_limit	10
tidb_row_format_version	2
tidb_runtime_filter_mode	OFF
tidb_runtime_filter_type	IN
tidb_scatter_region	
tidb_schema_cache_size	536870912
tidb_schema_version_cache_limit	16
tidb_server_memory_limit	80%
tidb_server_memory_limit_gc_trigger	0.7
tidb_server_memory_limit_sess_min_size	134217728
tidb_session_plan_cache_size	100
tidb_shard_allocate_step	9223372036854775807
tidb_shard_row_id_bits	0
tidb_simplified_metrics	OFF
tidb_skip_ascii_check	OFF
tidb_skip_isolation_level_check	OFF
tidb_skip_missing_partition_stats	ON
tidb_skip_utf8_check	OFF
tidb_slow_log_max_per_sec	0
tidb_slow_log_rules	
tidb_source_id	1
tidb_stats_cache_mem_quota	0
tidb_stats_load_pseudo_timeout	ON
tidb_stats_load_sync_wait	100
tidb_stats_update_during_ddl	OFF
tidb_stmt_summary_group_by_user	OFF
tidb_stmt_summary_history_size	24
tidb_stmt_summary_internal_query	OFF
tidb_stmt_summary_max_sql_length	32768
tidb_stmt_summary_max_stmt_count	3000
tidb_stmt_summary_persist_evicted	OFF
tidb_stmt_summary_refresh_interval	1800
tidb_store_batch_size	4
tidb_store_limit	0
tidb_streamagg_concurrency	1
tidb_super_read_only	OFF
tidb_sysdate_is_now	OFF
tidb_sysproc_scan_concurrency	4
tidb_table_cache_lease	3
tidb_tmp_table_max_size	67108864
tidb_top_sql_max_meta_count	5000
tidb_top_sql_max_time_series_count	100
tidb_track_aggregate_memory_usage	ON
tidb_tso_client_batch_max_wait_time	0
tidb_tso_client_rpc_mode	DEFAULT
tidb_ttl_delete_batch_size	100
tidb_ttl_delete_rate_limit	0
tidb_ttl_delete_worker_count	4
tidb_ttl_job_enable	ON
tidb_ttl_job_schedule_window_end_time	23:59 +0000
tidb_ttl_job_schedule_window_start_time	00:00 +0000
tidb_ttl_running_tasks	-1
tidb_ttl_scan_batch_size	500
tidb_ttl_scan_worker_count	4
tidb_txn_assertion_level	FAST
tidb_txn_commit_batch_size	16384
tidb_txn_entry_size_limit	0
tidb_txn_mode	pessimistic
tidb_use_plan_baselines	ON
tidb_window_concurrency	-1
tiflash_compute_dispatch_policy	consistent_hash
tiflash_fastscan	OFF
tiflash_fine_grained_shuffle_batch_size	8192
tiflash_fine_grained_shuffle_stream_count	0
tiflash_hash_join_version	legacy
tiflash_hashagg_preaggregation_mode	force_preagg
tiflash_mem_quota_query_per_node	0
tiflash_query_spill_ratio	0.7
tiflash_replica_read	all_replicas
tikv_client_read_timeout	0
time_zone	SYSTEM
tmp_table_size	16777216
transaction_alloc_block_size	8192
transaction_isolation	REPEATABLE-READ
transaction_prealloc_size	4096
transaction_read_only	OFF
transaction_write_set_extraction	
tx_isolation	REPEATABLE-READ
tx_read_only	OFF
unique_checks	ON
updatable_views_with_limit	YES
validate_password.check_user_name	ON
validate_password.dictionary	
validate_password.enable	OFF
validate_password.length	8
validate_password.mixed_case_count	1
validate_password.number_count	1
validate_password.policy	MEDIUM
validate_password.special_char_count	1
wait_timeout	28800
windowing_use_high_precision	ON
