# lockdown-inventory-v1
# owning-go-source	pkg/statistics/histogram.go
# source-sha256	1233e0a3430067400eaee5d562772cc83541fce8ae8b3e4579895a574c8c1024
# owning-go-test	pkg/statistics/histogram_test.go
# test-sha256	8adb0d249a37ffa08c859ea1709426cfc0e98c4fc5a7ff689726fce0a1904a7a
# adjacent-go-test	pkg/statistics/statistics_test.go
# adjacent-test-sha256	2252313be49f161986afe7a94c379ca875bf79930b4f6c52a0b5e3cd9ffafe35
# package-claim	File-level LOCKDOWN for pkg/statistics/histogram.go; split leaf modules are named by PORTED symbols and unowned integrations remain explicit.
id	category	go_item	status	rust_symbol	evidence
B01	branch	prepareFieldTypeForHistogram:143 if tp.EvalType() == types.ETString	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F04	function	NewPseudoHistogram:155 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F05	function	NewHistogram:171 	PORTED	Histogram::new	histogram_source_tests_and_ported_symbol_gate
F06	function	Histogram.GetLower:186 	PORTED	Histogram::get_lower	histogram_source_tests_and_ported_symbol_gate
F07	function	Histogram.LowerToDatum:192 	PORTED	Histogram::lower_to_datum	histogram_source_tests_and_ported_symbol_gate
F08	function	Histogram.GetUpper:197 	PORTED	Histogram::get_upper	histogram_source_tests_and_ported_symbol_gate
F09	function	Histogram.UpperToDatum:203 	PORTED	Histogram::upper_to_datum	histogram_source_tests_and_ported_symbol_gate
F10	function	Histogram.MemoryUsage:208 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B02	branch	Histogram.MemoryUsage:209 if hg == nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B03	branch	Histogram.MemoryUsage:212 if len(hg.Buckets) == 0 && len(hg.Scalars) == 0 && hg.Bounds.Capacity() == 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F11	function	Histogram.AppendBucket:220 	PORTED	Histogram::append_bucket	histogram_source_tests_and_ported_symbol_gate
F12	function	Histogram.AppendBucketWithNDV:225 	PORTED	Histogram::append_bucket_with_ndv	histogram_source_tests_and_ported_symbol_gate
F13	function	Histogram.updateLastBucket:231 	PORTED	Histogram::update_last_bucket	histogram_source_tests_and_ported_symbol_gate
B04	branch	Histogram.updateLastBucket:237 if needBucketNDV && bucket.NDV > 0	PORTED	Histogram::update_last_bucket	histogram_source_tests_and_ported_symbol_gate
F14	function	Histogram.DecodeTo:245 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L01	loop	Histogram.DecodeTo:249 for row != oldIter.End()	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B05	branch	Histogram.DecodeTo:251 if err != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F15	function	Histogram.ConvertTo:260 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L02	loop	Histogram.ConvertTo:264 for row != iter.End()	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B06	branch	Histogram.ConvertTo:267 if err != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F16	function	Histogram.Len:277 	PORTED	Histogram::len	histogram_source_tests_and_ported_symbol_gate
F17	function	Histogram.DestroyAndPutToPool:282 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B07	branch	Histogram.DestroyAndPutToPool:283 if hg == nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F18	function	HistogramEqual:290 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B08	branch	HistogramEqual:291 if ignoreID	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
D10	declaration	Version0:302 const	PORTED	VERSION_0	histogram_source_tests_and_ported_symbol_gate
D11	declaration	Version1:310 const	PORTED	VERSION_1	histogram_source_tests_and_ported_symbol_gate
D12	declaration	Version2:315 const	PORTED	VERSION_2	histogram_source_tests_and_ported_symbol_gate
F19	function	IsAnalyzed:319 	PORTED	is_analyzed	histogram_source_tests_and_ported_symbol_gate
F20	function	IsColumnAnalyzedOrSynthesized:329 	PORTED	is_column_analyzed_or_synthesized	histogram_source_tests_and_ported_symbol_gate
F21	function	ValueToString:335 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B09	branch	ValueToString:336 if idxCols == 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B10	branch	ValueToString:340 if vars != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B11	branch	ValueToString:347 if len(remained) > 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F22	function	Histogram.BucketToString:355 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F23	function	Histogram.BinarySearchRemoveVal:364 	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B12	branch	Histogram.BinarySearchRemoveVal:367 if hg.Len() > 4	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B13	branch	Histogram.BinarySearchRemoveVal:368 if cmpResult < 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B14	branch	Histogram.BinarySearchRemoveVal:371 if cmpResult > 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
L03	loop	Histogram.BinarySearchRemoveVal:377 for lowIdx <= highIdx	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B15	branch	Histogram.BinarySearchRemoveVal:380 if cmpResult > 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B16	branch	Histogram.BinarySearchRemoveVal:385 if cmpResult < 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B17	branch	Histogram.BinarySearchRemoveVal:391 if midbucket.NDV > 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B18	branch	Histogram.BinarySearchRemoveVal:394 if cmpResult == 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B19	branch	Histogram.BinarySearchRemoveVal:398 if midbucket.Count < 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B20	branch	Histogram.BinarySearchRemoveVal:404 if found	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
L04	loop	Histogram.BinarySearchRemoveVal:405 for midIdx <= hg.Len()-1	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
B21	branch	Histogram.BinarySearchRemoveVal:407 if hg.Buckets[midIdx].Count < 0	PORTED	Histogram::binary_search_remove_value	histogram_source_tests_and_ported_symbol_gate
F24	function	Histogram.RemoveVals:416 	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
L05	loop	Histogram.RemoveVals:419 for bktIdx < hg.Len()	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
L06	loop	Histogram.RemoveVals:420 for pairIdx < len(valCntPairs)	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
B22	branch	Histogram.RemoveVals:423 if cmpResult > 0	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
B23	branch	Histogram.RemoveVals:429 if cmpResult < 0	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
B24	branch	Histogram.RemoveVals:433 if hg.Buckets[bktIdx].NDV > 0	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
B25	branch	Histogram.RemoveVals:437 if cmpResult == 0	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
B26	branch	Histogram.RemoveVals:443 if hg.Buckets[bktIdx].Count < 0	PORTED	Histogram::remove_values	histogram_source_tests_and_ported_symbol_gate
F25	function	Histogram.StandardizeForV2AnalyzeIndex:452 	PORTED	Histogram::standardize_for_v2_analyze_index	histogram_source_tests_and_ported_symbol_gate
B27	branch	Histogram.StandardizeForV2AnalyzeIndex:453 if hg == nil || len(hg.Buckets) == 0	PORTED	Histogram::standardize_for_v2_analyze_index	histogram_source_tests_and_ported_symbol_gate
L07	loop	Histogram.StandardizeForV2AnalyzeIndex:466 range hg.Buckets	PORTED	Histogram::standardize_for_v2_analyze_index	histogram_source_tests_and_ported_symbol_gate
B28	branch	Histogram.StandardizeForV2AnalyzeIndex:467 if hg.BucketCount(checkingIdx) <= 0 && hg.Buckets[checkingIdx].Repeat <= 0	PORTED	Histogram::standardize_for_v2_analyze_index	histogram_source_tests_and_ported_symbol_gate
B29	branch	Histogram.StandardizeForV2AnalyzeIndex:471 if nextRemainedBktIdx != checkingIdx	PORTED	Histogram::standardize_for_v2_analyze_index	histogram_source_tests_and_ported_symbol_gate
L08	loop	Histogram.StandardizeForV2AnalyzeIndex:481 range remainedBktIdxs	PORTED	Histogram::standardize_for_v2_analyze_index	histogram_source_tests_and_ported_symbol_gate
F26	function	Histogram.ToString:489 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B30	branch	Histogram.ToString:491 if idxCols > 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L09	loop	Histogram.ToString:496 range hg.Len()	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F27	function	Histogram.EqualRowCount:505 	PORTED	Histogram::equal_row_count	histogram_source_tests_and_ported_symbol_gate
B31	branch	Histogram.EqualRowCount:507 if !inBucket	PORTED	Histogram::equal_row_count	histogram_source_tests_and_ported_symbol_gate
B32	branch	Histogram.EqualRowCount:510 if match	PORTED	Histogram::equal_row_count	histogram_source_tests_and_ported_symbol_gate
B33	branch	Histogram.EqualRowCount:513 if hasBucketNDV && hg.Buckets[bucketIdx].NDV > 1	PORTED	Histogram::equal_row_count	histogram_source_tests_and_ported_symbol_gate
F28	function	Histogram.GreaterRowCount:521 	PORTED	Histogram::greater_row_count	histogram_source_tests_and_ported_symbol_gate
F29	function	Histogram.LocateBucket:545 	PORTED	Histogram::locate_bucket	histogram_source_tests_and_ported_symbol_gate
B34	branch	Histogram.LocateBucket:547 if hg == nil || hg.Bounds.NumRows() == 0	PORTED	Histogram::locate_bucket	histogram_source_tests_and_ported_symbol_gate
B35	branch	Histogram.LocateBucket:552 if index >= hg.Bounds.NumRows()	PORTED	Histogram::locate_bucket	histogram_source_tests_and_ported_symbol_gate
B36	branch	Histogram.LocateBucket:557 if index%2 == 0 && !match	PORTED	Histogram::locate_bucket	histogram_source_tests_and_ported_symbol_gate
B37	branch	Histogram.LocateBucket:564 if (index%2 == 1 && match) || chunk.Compare(hg.Bounds.GetRow(bucketIdx*2+1), 0, &value) == 0	PORTED	Histogram::locate_bucket	histogram_source_tests_and_ported_symbol_gate
F30	function	Histogram.LessRowCountWithBktIdx:573 	PORTED	Histogram::less_row_count_with_bkt_idx	histogram_source_tests_and_ported_symbol_gate
B38	branch	Histogram.LessRowCountWithBktIdx:575 if hg.Bounds.NumRows() == 0	PORTED	Histogram::less_row_count_with_bkt_idx	histogram_source_tests_and_ported_symbol_gate
B39	branch	Histogram.LessRowCountWithBktIdx:579 if exceed	PORTED	Histogram::less_row_count_with_bkt_idx	histogram_source_tests_and_ported_symbol_gate
B40	branch	Histogram.LessRowCountWithBktIdx:583 if bucketIdx > 0	PORTED	Histogram::less_row_count_with_bkt_idx	histogram_source_tests_and_ported_symbol_gate
B41	branch	Histogram.LessRowCountWithBktIdx:586 if !inBucket	PORTED	Histogram::less_row_count_with_bkt_idx	histogram_source_tests_and_ported_symbol_gate
B42	branch	Histogram.LessRowCountWithBktIdx:590 if match	PORTED	Histogram::less_row_count_with_bkt_idx	histogram_source_tests_and_ported_symbol_gate
F31	function	Histogram.LessRowCount:598 	PORTED	Histogram::less_row_count	histogram_source_tests_and_ported_symbol_gate
F32	function	Histogram.BetweenRowCount:605 	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
B43	branch	Histogram.BetweenRowCount:614 if rangeEst.Est < max(lowEqual, ndvAvg) && hg.NDV > 0	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
B44	branch	Histogram.BetweenRowCount:621 if isInValidBucket && bktIndexA == bktIndexB	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
B45	branch	Histogram.BetweenRowCount:623 if sctx != nil	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
B46	branch	Histogram.BetweenRowCount:628 if bktIndexA > 0	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
B47	branch	Histogram.BetweenRowCount:632 if lessCountB <= float64(hg.Buckets[bktIndexA].Count-hg.Buckets[bktIndexA].Repeat)	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
B48	branch	Histogram.BetweenRowCount:635 if skewRatio > 0	PORTED	Histogram::between_row_count	histogram_source_tests_and_ported_symbol_gate
F33	function	CalculateSkewRatioCounts:650 	PORTED	calculate_skew_ratio_counts	histogram_source_tests_and_ported_symbol_gate
D13	declaration	RowEstimate:659 type	PORTED	RowEstimate	histogram_source_tests_and_ported_symbol_gate
F34	function	DefaultRowEst:666 	PORTED	default_row_est	histogram_source_tests_and_ported_symbol_gate
F35	function	RowEstimate.Add:671 	PORTED	RowEstimate::add	histogram_source_tests_and_ported_symbol_gate
F36	function	RowEstimate.AddAll:678 	PORTED	RowEstimate::add_all	histogram_source_tests_and_ported_symbol_gate
F37	function	RowEstimate.Subtract:685 	PORTED	RowEstimate::subtract	histogram_source_tests_and_ported_symbol_gate
F38	function	RowEstimate.MultiplyAll:692 	PORTED	RowEstimate::multiply_all	histogram_source_tests_and_ported_symbol_gate
F39	function	RowEstimate.DivideAll:699 	PORTED	RowEstimate::divide_all	histogram_source_tests_and_ported_symbol_gate
F40	function	RowEstimate.Clamp:707 	PORTED	RowEstimate::clamp	histogram_source_tests_and_ported_symbol_gate
F41	function	Histogram.TotalRowCount:716 	PORTED	Histogram::total_row_count	histogram_source_tests_and_ported_symbol_gate
F42	function	Histogram.AbsRowCountDifference:722 	PORTED	Histogram::abs_row_count_difference	histogram_source_tests_and_ported_symbol_gate
F43	function	Histogram.NotNullCount:729 	PORTED	Histogram::not_null_count	histogram_source_tests_and_ported_symbol_gate
B49	branch	Histogram.NotNullCount:730 if hg.Len() == 0	PORTED	Histogram::not_null_count	histogram_source_tests_and_ported_symbol_gate
F44	function	Histogram.mergeBuckets:737 	PORTED	Histogram::merge_neighbor_buckets	histogram_source_tests_and_ported_symbol_gate
L10	loop	Histogram.mergeBuckets:740 for i+1 <= bucketIdx	PORTED	Histogram::merge_neighbor_buckets	histogram_source_tests_and_ported_symbol_gate
B50	branch	Histogram.mergeBuckets:748 if bucketIdx%2 == 0	PORTED	Histogram::merge_neighbor_buckets	histogram_source_tests_and_ported_symbol_gate
F45	function	Histogram.GetIncreaseFactor:759 	PORTED	Histogram::get_increase_factor	histogram_source_tests_and_ported_symbol_gate
B51	branch	Histogram.GetIncreaseFactor:761 if columnCount == 0	PORTED	Histogram::get_increase_factor	histogram_source_tests_and_ported_symbol_gate
F46	function	validRange:770 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B52	branch	validRange:772 if encoded	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B53	branch	validRange:778 if err != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B54	branch	validRange:783 if err != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B55	branch	validRange:787 if ran.LowExclude	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B56	branch	validRange:790 if !ran.HighExclude	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F47	function	checkKind:796 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B57	branch	checkKind:797 if kind == types.KindString	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L11	loop	checkKind:800 range vals	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B58	branch	checkKind:802 if valKind == types.KindNull || valKind == types.KindMinNotNull || valKind == types.KindMaxValue	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B59	branch	checkKind:805 if valKind == types.KindString	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B60	branch	checkKind:808 if valKind != kind	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F48	function	Histogram.typeMatch:817 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L12	loop	Histogram.typeMatch:819 range ranges	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B61	branch	Histogram.typeMatch:820 if !checkKind(ran.LowVal, kind) || !checkKind(ran.HighVal, kind)	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F49	function	Histogram.SplitRange:830 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B62	branch	Histogram.SplitRange:831 if !hg.typeMatch(oldRanges)	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B63	branch	Histogram.SplitRange:835 if hg.Len() == 1	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L13	loop	Histogram.SplitRange:839 range oldRanges	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L14	loop	Histogram.SplitRange:843 for len(ranges) > 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B64	branch	Histogram.SplitRange:847 if idx >= hg.Bounds.NumRows()-1	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B65	branch	Histogram.SplitRange:852 if idx == 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B66	branch	Histogram.SplitRange:856 if idx%2 == 1	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L15	loop	Histogram.SplitRange:862 for i < len(ranges)	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B67	branch	Histogram.SplitRange:863 if chunk.Compare(lowerBound, 0, &ranges[i].HighVal[0]) <= 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B68	branch	Histogram.SplitRange:869 if len(ranges) == 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B69	branch	Histogram.SplitRange:874 if cmp > 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B70	branch	Histogram.SplitRange:883 if validRange(sc, newRange, encoded)	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B71	branch	Histogram.SplitRange:888 if !validRange(sc, ranges[0], encoded)	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F50	function	Histogram.BucketCount:897 	PORTED	Histogram::bucket_count	histogram_source_tests_and_ported_symbol_gate
B72	branch	Histogram.BucketCount:898 if idx == 0	PORTED	Histogram::bucket_count	histogram_source_tests_and_ported_symbol_gate
F51	function	HistogramToProto:906 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L16	loop	HistogramToProto:910 range hg.Len()	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F52	function	DeepSlice:924 	PORTED	deep_slice	histogram_source_tests_and_ported_symbol_gate
F53	function	HistogramFromProto:933 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L17	loop	HistogramFromProto:936 range protoHg.Buckets	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B73	branch	HistogramFromProto:938 if bucket.Ndv != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F54	function	Histogram.popFirstBucket:947 	PORTED	Histogram::pop_first_bucket	histogram_source_tests_and_ported_symbol_gate
F55	function	Histogram.IsIndexHist:955 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F56	function	MergeHistograms:960 	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B74	branch	MergeHistograms:961 if lh.Len() == 0	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B75	branch	MergeHistograms:964 if rh.Len() == 0	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B76	branch	MergeHistograms:970 if err != nil	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B77	branch	MergeHistograms:974 if cmp == 0	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B78	branch	MergeHistograms:978 if rh.Buckets[0].NDV > 0 && lh.Buckets[lLen-1].Repeat > 0	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
L18	loop	MergeHistograms:985 for lh.Len() > bucketSize	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B79	branch	MergeHistograms:988 if rh.Len() == 0	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
L19	loop	MergeHistograms:991 for rh.Len() > bucketSize	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
L20	loop	MergeHistograms:998 for lh.Len() > 1 && lAvg*2 <= rAvg	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
L21	loop	MergeHistograms:1002 for rh.Len() > 1 && rAvg*2 <= lAvg	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
L22	loop	MergeHistograms:1006 range rh.Len()	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
B80	branch	MergeHistograms:1007 if statsVer >= Version2	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
L23	loop	MergeHistograms:1013 for lh.Len() > bucketSize	PORTED	merge_histograms	histogram_source_tests_and_ported_symbol_gate
F57	function	Histogram.AvgCountPerNotNullValue:1020 	PORTED	avg_count_per_not_null_value	histogram_source_tests_and_ported_symbol_gate
F58	function	Histogram.OutOfRange:1029 	PORTED	Histogram::out_of_range	histogram_source_tests_and_ported_symbol_gate
B81	branch	Histogram.OutOfRange:1030 if hg.Len() == 0	PORTED	Histogram::out_of_range	histogram_source_tests_and_ported_symbol_gate
F59	function	calculateLeftOverlapPercent:1040 	PORTED	left_overlap_percent	histogram_source_tests_and_ported_symbol_gate
B82	branch	calculateLeftOverlapPercent:1041 if histWidth <= 0	PORTED	left_overlap_percent	histogram_source_tests_and_ported_symbol_gate
B83	branch	calculateLeftOverlapPercent:1048 if l >= r	PORTED	left_overlap_percent	histogram_source_tests_and_ported_symbol_gate
F60	function	calculateRightOverlapPercent:1064 	PORTED	right_overlap_percent	histogram_source_tests_and_ported_symbol_gate
B84	branch	calculateRightOverlapPercent:1065 if histWidth <= 0	PORTED	right_overlap_percent	histogram_source_tests_and_ported_symbol_gate
B85	branch	calculateRightOverlapPercent:1072 if l >= r	PORTED	right_overlap_percent	histogram_source_tests_and_ported_symbol_gate
F61	function	Histogram.OutOfRangeRowCount:1107 	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B86	branch	Histogram.OutOfRangeRowCount:1112 if hg.Len() == 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B87	branch	Histogram.OutOfRangeRowCount:1125 if !allowUseModifyCount	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B88	branch	Histogram.OutOfRangeRowCount:1133 if float64(histNDV) < outOfRangeBetweenRate	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B89	branch	Histogram.OutOfRangeRowCount:1142 if hg.GetLower(0).Kind() == types.KindBytes || hg.GetLower(0).Kind() == types.KindString	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B90	branch	Histogram.OutOfRangeRowCount:1159 if unsigned	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B91	branch	Histogram.OutOfRangeRowCount:1160 if l < 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B92	branch	Histogram.OutOfRangeRowCount:1164 if r < 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B93	branch	Histogram.OutOfRangeRowCount:1170 if l == 0 && r == 0 && (leftClamped || rightClamped)	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B94	branch	Histogram.OutOfRangeRowCount:1181 if histWidth < 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B95	branch	Histogram.OutOfRangeRowCount:1184 if math.IsInf(histWidth, 1)	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B96	branch	Histogram.OutOfRangeRowCount:1195 if predWidth < 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B97	branch	Histogram.OutOfRangeRowCount:1200 if predWidth == 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
