# pkg-texttree-mutation-results-v1
mutation_id	suite_id	status	baseline_commit	named_test	exit_code	source_file	source_sha256	restore_status
M011-pretty-scan	T003-pretty-rules	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::pretty_identifier_preserves_source_rune_rules	100	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M012-pretty-skip	T003-pretty-rules	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::pretty_identifier_preserves_source_rune_rules	100	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M013-pretty-last	T003-pretty-rules	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::pretty_identifier_preserves_source_rune_rules	100	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M014-pretty-middle	T003-pretty-rules	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::pretty_identifier_preserves_source_rune_rules	100	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M015-pretty-terminal	T003-pretty-rules	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::pretty_identifier_preserves_source_rune_rules	100	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M016-pretty-id	T003-pretty-rules	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::pretty_identifier_preserves_source_rune_rules	100	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M017-indent-test-map	T004-go-test-mapping	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M018-pretty-test-map	T004-go-test-mapping	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M019-test-main	T005-declined-support	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M020-test-main-row-0	T005-declined-support	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M021-test-main-row-1	T005-declined-support	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M022-test-main-row-2	T005-declined-support	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M023-test-main-row-3	T005-declined-support	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.inventory.tsv	a540b01ac2c806dd8c7cacff5c35ef91b065d2a77c4801ab497c99f10e753243	PASS
M024-semantic-indent	T006-semantic-divergences	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.semantic-divergences.tsv	42bba65c08245ada79ceff159af20d81271fbc36fcb39fe779f838461b057e69	PASS
M025-semantic-pretty-indent	T006-semantic-divergences	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.semantic-divergences.tsv	42bba65c08245ada79ceff159af20d81271fbc36fcb39fe779f838461b057e69	PASS
M026-semantic-pretty-id	T006-semantic-divergences	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/texttree.semantic-divergences.tsv	42bba65c08245ada79ceff159af20d81271fbc36fcb39fe779f838461b057e69	PASS
M027-build-artifact	T007-artifact-drift	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	pkg/util/texttree/BUILD.bazel	141c6579b9690212387b2bc00f566206196a8d8872bcf6040f1d790a27305531	PASS
M028-main-test-artifact	T007-artifact-drift	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	pkg/util/texttree/main_test.go	a93a0ab98f6e98ffbafa13fa0601c7728cd1db9ef2155d0c63fdb91ce090117c	PASS
M029-go-source-artifact	T007-artifact-drift	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	pkg/util/texttree/texttree.go	4a4710c5308f82d91d0d3e064d0570dbbf15de208a88f8719cefa9e708d5c251	PASS
M030-go-test-artifact	T007-artifact-drift	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	pkg-texttree-lockdown.py --inventory-only	1	pkg/util/texttree/texttree_test.go	957f94023050ffc28f9a8d599e2c64efbdac1f5a9ca36200ae9e0d35cd268197	PASS
M031-constant-symbol	T008-symbol-gate	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::texttree_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
M032-function-symbol	T008-symbol-gate	KILLED	a818661ca8eec4f3225946ebad2aefbe613248ac	texttree::tests::texttree_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/texttree.rs	93f536058b78a023780f5bf9ffafc715a3d4e37e805603da16687a6f72cfdd96	PASS
