# pkg-paging-mutation-results-v1
mutation_id	suite_id	status	baseline_commit	named_test	exit_code	source_file	source_sha256	restore_status
M011-seek-zero	P003-seek-rules	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::calculate_seek_cnt_preserves_source_piecewise_boundaries	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
M012-seek-excess-base	P003-seek-rules	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::calculate_seek_cnt_preserves_source_piecewise_boundaries	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
M013-seek-ceil-wrap	P003-seek-rules	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::calculate_seek_cnt_preserves_source_ceil_addition_wrap	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
M014-seek-log-result	P003-seek-rules	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::calculate_seek_cnt_preserves_source_piecewise_boundaries	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
M015-seek-base-result	P003-seek-rules	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::calculate_seek_cnt_preserves_source_piecewise_boundaries	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
M016-calculate-test-map	P004-go-test-mapping	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M017-grow-test-map	P004-go-test-mapping	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M018-test-main-decline	P005-declined-support	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M019-test-main-row-0	P005-declined-support	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M020-test-main-row-1	P005-declined-support	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M021-test-main-row-2	P005-declined-support	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M022-test-main-row-3	P005-declined-support	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/paging.inventory.tsv	99e022d3a80654ec366bc52e3b33b819bc9b56c645b9a396a35858caf7d0e921	PASS
M023-build-artifact	P006-artifact-drift	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	pkg/util/paging/BUILD.bazel	68fa50fbf34b44a6159ef302b384240533fdafcad405bdf5fc25fa7f44761f59	PASS
M024-main-test-artifact	P006-artifact-drift	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	pkg/util/paging/main_test.go	4bd3d5038bcb4d89c9890154cd7c07ece0617560c04f6c65fd525bf5a9f1fabf	PASS
M025-go-source-artifact	P006-artifact-drift	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	pkg/util/paging/paging.go	fb4456f6225fc4db3e67e91972c8d4de6f2d6d3daec3a64f88c437ba7b04b6fd	PASS
M026-go-test-artifact	P006-artifact-drift	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	pkg-paging-lockdown.py --inventory-only	1	pkg/util/paging/paging_test.go	65c7989b9ff6b89a826f12eed63ef20414c62b2457d98717916a1cc7ade3e5a4	PASS
M027-constant-symbol	P007-symbol-gate	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::paging_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
M028-function-symbol	P007-symbol-gate	KILLED	4e5f29b58742c9304564a11da0271f415147c39a	paging::tests::paging_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/paging.rs	882d559a5990663af97e5436fa7be2403b5fea12cd9890dc343a8e42cfe07855	PASS
