# pkg-arena-obligations-v1
obligation_id	category	source_path	ast_anchor	node_sha256	owner	status	rust_symbol	evidence	mutation_policy
O18344b39f08450e0	field	pkg/util/arena/arena.go	type:Allocator/field:1:AllocWithLen	9e6666e39ccc86f08aef1084ac93491ef2c4ec5414c0132d3c0b6bf83c8067e0	type:Allocator	PORTED	Allocator	rust-test:simple_arena_allocator	compile-owner-gate
O74319098c7855e8a	field	pkg/util/arena/arena.go	type:Allocator/field:2:Reset	9a7bdcf94d2b30d649975025d6d36d4fcad190bc7d0f0b3bcd0891a00dbeac33	type:Allocator	PORTED	Allocator	rust-test:simple_arena_allocator	compile-owner-gate
Odafe0f19be2991b7	declaration	pkg/util/arena/arena.go	type:SimpleAllocator	6aff40e428916bff680d93816c8d8b37542f2098af9aeaa9c3846bf61109fd07	type:SimpleAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	compile-owner-gate
Oe0f51997c59ab3c7	field	pkg/util/arena/arena.go	type:SimpleAllocator/field:0:arena	10dc46b466c0d13b42814fe2c9547b98b3677d5f0942536d4304f2590548aece	type:SimpleAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	compile-owner-gate
Ocd3d20d0fae78328	field	pkg/util/arena/arena.go	type:SimpleAllocator/field:1:off	9412e16576dae5ab7988e76b4618fe48f2311e4819f643e3287d5a2025941f49	type:SimpleAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	compile-owner-gate
Odcd4b0042a9d6604	declaration	pkg/util/arena/arena.go	type:stdAllocator	1967d731db75a78e0dbdb6ea8b291def8a29c6858095af9ad19e0def575ce275	type:stdAllocator	PORTED	StdAllocator	rust-test:std_allocator	compile-owner-gate
O8545fa3b4a0e2b19	var	pkg/util/arena/arena.go	var:StdAllocator:0	1c21926d4d1cd1d5e63174086e84bc57fa964c77ebe8c14d2a61b9c220d52c47	var:StdAllocator:0	PORTED	StdAllocator	rust-test:std_allocator	compile-owner-gate
Ofec025d97b4bfbc0	var	pkg/util/arena/arena.go	var:_:0	3118f75793982878fe8835d272c620352ba17da66e1792d7d429a10636844458	var:_:0	PORTED	StdAllocator	rust-test:simple_arena_allocator	compile-owner-gate
O20d3de61f243b045	test	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Oc1210bbbc2e3f811	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:10:Equal	a51f54b18b1c6b7489dfc0ee8feedf10696cb04e04a9c5d3213902f752e4ef45	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O14a4bccac2ed4f5b	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:11:Len	482714086c3e7439e301aa219a9d20e1c40185c5637b8f0528fae56eead2bbaf	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Oc285840168633967	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:12:Equal	91f9c4f271dcf735bc14a52d927a96d8892b422d37ea95201ade50010cab9dac	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O844c6a6cba592e48	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:13:Zero	71ce912e28cf6d266973cd2d736c45bb207cfd70cab304f706641b93f656fbc2	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Ocb9d08c2858d7c70	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:14:Equal	c6d87555bc10b2aeec3639484af5170ee218764cd34260d8041e142447e8150a	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O7923931e9e63f830	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:1:Equal	8b96ae3eccafae2d7727d3e3c208b598dc9efb26d6d26a003341df3d5ff915b3	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Oac9a89c1d60f926d	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:2:Len	5292dee0793ef7e5c8e4fb6ee542a9f7025e7aace176497f12c540928bd8ec7b	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Od6b82cdc7e8933a3	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:3:Equal	91f9c4f271dcf735bc14a52d927a96d8892b422d37ea95201ade50010cab9dac	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O9d0840aba4ed0bef	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:4:Equal	ae02c85ae0807197eed11a7ca1a8d80feac61a00d442ee850acbf7c912779641	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Oef1f84dafd96c2b5	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:5:Len	5292dee0793ef7e5c8e4fb6ee542a9f7025e7aace176497f12c540928bd8ec7b	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O65e4873836e4dce6	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:6:Equal	32d4df8f119079cbb6cef205e55cdb89ff7ba07c4e0b79ee52d2f1617b3c0b4e	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O1ac9a2e12055dd4d	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:7:Equal	ae02c85ae0807197eed11a7ca1a8d80feac61a00d442ee850acbf7c912779641	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O19dfc8bdd9e34509	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:8:Len	5292dee0793ef7e5c8e4fb6ee542a9f7025e7aace176497f12c540928bd8ec7b	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O6ce2ac3cc27509bc	test_assertion	pkg/util/arena/arena_test.go	TestSimpleArenaAllocator/assertion:9:Equal	943e49d89667b3119445534a8f578ea99e5d1667f61852f1ea5f21f2b9d77dbd	TestSimpleArenaAllocator	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O72addaa7968a20d0	test	pkg/util/arena/arena_test.go	TestStdAllocator	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestStdAllocator	PORTED	StdAllocator	rust-test:std_allocator	source-row-hash
O86fb2eb1ffee8c0c	test_assertion	pkg/util/arena/arena_test.go	TestStdAllocator/assertion:1:Len	5292dee0793ef7e5c8e4fb6ee542a9f7025e7aace176497f12c540928bd8ec7b	TestStdAllocator	PORTED	StdAllocator	rust-test:std_allocator	source-row-hash
O372bc4588b4b13ec	test_assertion	pkg/util/arena/arena_test.go	TestStdAllocator/assertion:2:Equal	32d4df8f119079cbb6cef205e55cdb89ff7ba07c4e0b79ee52d2f1617b3c0b4e	TestStdAllocator	PORTED	StdAllocator	rust-test:std_allocator	source-row-hash
O0daf6882569eb211	test_assertion	pkg/util/arena/arena_test.go	TestStdAllocator/assertion:3:Len	b682023e7a8d8908ee226d24e0b8db50e3fc3070b53b6d6451b62d0908918e2b	TestStdAllocator	PORTED	StdAllocator	rust-test:std_allocator	source-row-hash
O9984ecd44d015c72	test_assertion	pkg/util/arena/arena_test.go	TestStdAllocator/assertion:4:Equal	32d4df8f119079cbb6cef205e55cdb89ff7ba07c4e0b79ee52d2f1617b3c0b4e	TestStdAllocator	PORTED	StdAllocator	rust-test:std_allocator	source-row-hash
Oebc6a9b7407523f3	test_support_const	pkg/util/arena/arena_test.go	const:allocCapMedium:0	700113e62f8152adfa602ac28912e9f924de97a616c9cf27ccdd2f84167e7b54	const:allocCapMedium:0	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O6741fcbd6cb30581	test_support_const	pkg/util/arena/arena_test.go	const:allocCapOut:0	4ef723c0c1e9bbfde8d4072c2a8ca7022275679f592682e2529638feeb72bdd6	const:allocCapOut:0	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Oac75391b27917873	test_support_const	pkg/util/arena/arena_test.go	const:allocCapSmall:0	f636b7a75d02a2fb3559bc2659442e7c2b052255ba71a168a15eb0658cb1df56	const:allocCapSmall:0	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
O9d68854cdc68febc	test_support_const	pkg/util/arena/arena_test.go	const:arenaCap:0	44c4fe31c83e484345119c4b198cc66468ad3fe97634901478c62118cc548102	const:arenaCap:0	PORTED	SimpleAllocator	rust-test:simple_arena_allocator	source-row-hash
Oa8149069f74f3f5e	test_main	pkg/util/arena/main_test.go	TestMain	d11620807604065247ad8929750f05253ac5709d14da04be7888aa128c70c1a8	TestMain	DECLINED	-	go-harness:testsetup+goleak-not-rust-runtime	source-measured-decline
O01f40ead6085e534	test_row	pkg/util/arena/main_test.go	TestMain/composite:1/element:0	02c5b54baa79aa721ac0d8ae08c21fea4842beccff6bedfbf4d58dd3bc65ac11	TestMain	DECLINED	-	go-harness:testsetup+goleak-not-rust-runtime	source-measured-decline
O704786ce8855410d	test_row	pkg/util/arena/main_test.go	TestMain/composite:1/element:1	7dff9b05a1b906df6f04cdbed1cf6ed5e3b3071d1d11b406c39e111901f12bd0	TestMain	DECLINED	-	go-harness:testsetup+goleak-not-rust-runtime	source-measured-decline
Oa6de9f8ab2af4cce	test_row	pkg/util/arena/main_test.go	TestMain/composite:1/element:2	f98532b02d1e36b1082d611b087502514ad461824a4defeb28c01ac47c49546b	TestMain	DECLINED	-	go-harness:testsetup+goleak-not-rust-runtime	source-measured-decline
O6e92151366e256c5	test_row	pkg/util/arena/main_test.go	TestMain/composite:1/element:3	3b68f0438d52cb12418c036d95b9fdf80880b5908d4d3c40ee17e9d83fec15b5	TestMain	DECLINED	-	go-harness:testsetup+goleak-not-rust-runtime	source-measured-decline
