# pkg-slice-obligations-v1
obligation_id	category	source_path	ast_anchor	node_sha256	owner	status	rust_symbol	evidence	mutation_policy
Ob31abf36ac8c4543	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:2/element:1	debc2f07db78d52d2def07b7bc620d7042367501d9439a62ba09b559a98e0957	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O5f2a3a98461bfaef	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:4/element:0	73d126472b0f9dd53cecf6224371e1f0ab6894050eb786429743c373aeefa31f	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
Od2cc419239080298	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:4/element:1	98151954f217a510702d236de168cc35d0ab2f99c4479cc9b07eeede7ef73a66	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O1e77363210e49f21	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:5/element:0	e79e418e48623569d75e2a7b09ae88ed9b77b126a445b9ff9dc6989a08efa079	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
Of4df02834eee8847	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:5/element:1	913da1f8df6f8fd47593840d533ba0458cc9873996bf310460abb495b34c232a	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O9e31e9c1503f84b6	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:5/element:2	ac11339ffa8f270c4f781e0a3922bb1c80d9dee6e4b6911ca34538ed9ae03caa	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
Obac38cdcd1b62ad1	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:6/element:0	c3aef75aa87bb703faf5f365820972c055f161b6c1e106d60667c84c4867ce17	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O6e7869dce28a7ffb	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:6/element:1	98151954f217a510702d236de168cc35d0ab2f99c4479cc9b07eeede7ef73a66	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O3ea31ec5685620a3	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:7/element:0	e79e418e48623569d75e2a7b09ae88ed9b77b126a445b9ff9dc6989a08efa079	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O21fd55d4e966372d	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:7/element:1	ac11339ffa8f270c4f781e0a3922bb1c80d9dee6e4b6911ca34538ed9ae03caa	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
Ob857610a8e3f84bd	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:8/element:0	640e38199e6c13cdff0d3c59cbd9b3d42474d79690252def20b08b032dc6d165	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O74e54ca7bc450007	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:8/element:1	debc2f07db78d52d2def07b7bc620d7042367501d9439a62ba09b559a98e0957	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O88c4b1943d7d0250	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:9/element:0	913da1f8df6f8fd47593840d533ba0458cc9873996bf310460abb495b34c232a	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O03c7115b25005a03	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:9/element:1	913da1f8df6f8fd47593840d533ba0458cc9873996bf310460abb495b34c232a	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O821de48f600aef58	test_row	pkg/util/slice/slice_test.go	TestSlice/composite:9/element:2	3089c464221340fed4229d6ba913a04224c91b44158c22163e8849eb7dcc4878	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
Of1e3ec99f3d69ec9	test_loop	pkg/util/slice/slice_test.go	TestSlice/loop:1/enters	61fc07721a93a25d1cc2f43eabc0f35d94f83f03f932783638f9c2baad238d16	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
O4b0aefa9873f1bb4	test_loop	pkg/util/slice/slice_test.go	TestSlice/loop:1/zero_iterations	61fc07721a93a25d1cc2f43eabc0f35d94f83f03f932783638f9c2baad238d16	TestSlice	PORTED	TestSlice	rust-test:TestSlice	test-evidence-gate
