# pkg-queue-obligations-v1
obligation_id	category	source_path	ast_anchor	node_sha256	owner	status	rust_symbol	evidence	mutation_policy
O1a4cb74bd0db24c1	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:10:Equal	475d63723e8e1c765ea493446bcefea79d84d6f564c54d8d1268c7134a083385	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O1eeb8bf0ae4fd8db	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:11:Equal	75db625ea92091cf04f2b305a0fab07762a9ae7b432a11c7036060b56630a96a	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
Obb32c46b79b38a5f	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:12:True	44f2f6ad558e82f29f5e581c7f72c3ff6b830f3ffccbce59d4c0c24c8a2898d6	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
Oa8c679b249a1e47d	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:13:True	8a1331ede27c0aa522960927390822acdcc9f7136f9eb1777cbc57807d31cb14	TestQueue	PORTED	Queue	rust-test:clear_operation	source-row-hash
Oc80a720cb57f9e1b	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:14:Equal	5167633b74477e8009f8f5dc756f9980100a1655e5d398c7a0253e605d0033f8	TestQueue	PORTED	Queue	rust-test:clear_operation	source-row-hash
O55e8abd773ed2538	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:15:Len	e87b9b2a1b43281b2c6f5ff8a3fe1a2f895577f4653320900037ea3c1bf99f90	TestQueue	PORTED	Queue	rust-test:clear_operation	source-row-hash
O98683952c09c3e2f	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:16:NotNil	141afcf8725fcf060574b6f3def3fec1d8f94d3108c97de8a66700d0296d4c11	TestQueue	PORTED	Queue	rust-test:panic_on_empty_pop	source-row-hash
O16badbb61dd4d364	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:17:Equal	e6c751f62d0172e3cbb846a81d21c787b8971834bffb9d54674e5150f0d3e934	TestQueue	PORTED	Queue	rust-test:circular_buffer_behavior	source-row-hash
O64af0eb22ba25150	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:18:Equal	3f25f295ec13378c56804e93c1a45979457c30d9df9d63040268598db0627ca2	TestQueue	PORTED	Queue	rust-test:circular_buffer_behavior	source-row-hash
Oa51f664a28ace5c0	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:19:Equal	89325922a0acd55bb58c9c9dedf6fa6baeb05086b19681e798b37c992b650134	TestQueue	PORTED	Queue	rust-test:circular_buffer_behavior	source-row-hash
O5cad1f324ef86956	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:1:True	0d0869bba9e5da0ad86cf46cf5704fce6af9c4c8f0c265c7c0e65b814b56d8ce	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O61e7086fce22a158	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:20:Equal	cc86c7cb6695b3ca142bb1d9d33992a6acd03f57cfd86cbb9ffaeb6b00ef5b68	TestQueue	PORTED	Queue	rust-test:circular_buffer_behavior	source-row-hash
O549b7bdce7338207	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:21:Equal	9e54e589ea3707b3d3126f79316cd983f37c804ba4f7fe4248abe98dce70f2d3	TestQueue	PORTED	Queue	rust-test:circular_buffer_behavior	source-row-hash
O15d8b06ea84cce0d	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:2:Equal	2607cbf662855f14fcecc6c219b8bf4ec53a294a3dca29063d5391df1a003895	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
Of707a82331e435ce	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:3:Len	e87b9b2a1b43281b2c6f5ff8a3fe1a2f895577f4653320900037ea3c1bf99f90	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O7bb395ded6f661fe	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:4:Equal	1f44ab32bd5828deb0f03b2149743114e1a087b6a40c8e91f2b874fa4701a5d1	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O1f14cd1235351c59	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:5:Equal	084818c6ad45cfe1e707362009efb2dd599e9f15847871496cc0d11050650bb2	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O1ebf014e8d4058f5	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:6:Len	e87b9b2a1b43281b2c6f5ff8a3fe1a2f895577f4653320900037ea3c1bf99f90	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
Oea02c75db2a43854	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:7:False	c7210e8f48a8dd2a0377695311fd39a43f4f7293e9469bc0a6617f52a9794a49	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
Oa84aed21d4316c09	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:8:Equal	9414c5c6d572ec98fa9886a26875c8f69047b1e63e16bb2ccc21985aaaa1a1da	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O9217033bbe38326d	test_assertion	pkg/util/queue/queue_test.go	TestQueue/assertion:9:Equal	ccd5d4596efda6494ceeb011d66e2b46912b49e4cdde709acbefa2168598a15b	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
O9cee5c6559a33e7f	test_helper_closure	pkg/util/queue/queue_test.go	TestQueue/closure:1	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestQueue	PORTED	Queue	rust-test:basic_operations	source-row-hash
Of535d2e1a936f9f1	test_helper_closure	pkg/util/queue/queue_test.go	TestQueue/closure:2	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestQueue	PORTED	Queue	rust-test:clear_operation	source-row-hash
O58b41e4d9e595230	test_helper_closure	pkg/util/queue/queue_test.go	TestQueue/closure:3	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestQueue	PORTED	Queue	rust-test:panic_on_empty_pop	source-row-hash
O137e7b9fedff5b14	test_helper_closure	pkg/util/queue/queue_test.go	TestQueue/closure:4	68c515f82c8ec56c30833d428bae4214f78a7ada86af7f110938c9a0a6e42f91	TestQueue	PORTED	Queue	rust-test:panic_on_empty_pop	source-row-hash
O87ccbd30575eb954	test_helper_closure	pkg/util/queue/queue_test.go	TestQueue/closure:5	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestQueue	PORTED	Queue	rust-test:circular_buffer_behavior	source-row-hash
