# owner_sha256 job_args.go da1b59226cb2d3a05bbb65c945709088a33fac605237b4e195377c10ebec27bf bytes=65331 lines=1917
# support_sha256 job_args_test.go 7647a990a36ff19f4bc1e56ed915466c6be7c87c32bd0c68a443e24378edb382 bytes=39148 lines=1242
# obligation_id	category	source_path	ast_anchor	node_sha256	owner	verdict	rust_symbol	evidence
Of6d54a18ee58c09e	function	pkg/meta/model/job_args.go	AlterTableAffinityArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	AlterTableAffinityArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od32ce9f9463ff872	function	pkg/meta/model/job_args.go	AlterTableAffinityArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	AlterTableAffinityArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O6a05823e5f627569	function	pkg/meta/model/job_args.go	AlterTableAttributesArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	AlterTableAttributesArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O04473ab9e3e511fc	function	pkg/meta/model/job_args.go	AlterTableAttributesArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	AlterTableAttributesArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8e6cf368e56ea8e7	function	pkg/meta/model/job_args.go	AlterTableModeArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	AlterTableModeArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ode665ff31f15b37f	function	pkg/meta/model/job_args.go	AlterTableModeArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	AlterTableModeArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oa8b9ef17266655e3	function	pkg/meta/model/job_args.go	AlterTablePartitionArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	AlterTablePartitionArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oea1e8f92db4f46be	branch	pkg/meta/model/job_args.go	AlterTablePartitionArgs.decodeV1/if:1/false	c7d9a58cd8e84e56ac4f2afaa81c47568e8673df350e79ed8706e24f45b17b43	AlterTablePartitionArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O64d6516c150a4830	branch	pkg/meta/model/job_args.go	AlterTablePartitionArgs.decodeV1/if:1/true	c7d9a58cd8e84e56ac4f2afaa81c47568e8673df350e79ed8706e24f45b17b43	AlterTablePartitionArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O46a65d88c65a41a5	function	pkg/meta/model/job_args.go	AlterTablePartitionArgs.getArgsV1	6d7d43aeaa3848c68e4a71802cb7b63e8b5d748ee57e28970d9c3b5611d3f606	AlterTablePartitionArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O80d5f83f11e760ca	branch	pkg/meta/model/job_args.go	AlterTablePartitionArgs.getArgsV1/if:1/false	14c79531009ddda86865927d780dce439571f8caf41527182fce32ef6025b4ff	AlterTablePartitionArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Of4a4bbd335569a2e	branch	pkg/meta/model/job_args.go	AlterTablePartitionArgs.getArgsV1/if:1/true	14c79531009ddda86865927d780dce439571f8caf41527182fce32ef6025b4ff	AlterTablePartitionArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oa7b227f1fed87af5	function	pkg/meta/model/job_args.go	AlterTablePlacementArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	AlterTablePlacementArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oe1e3989b13b93174	function	pkg/meta/model/job_args.go	AlterTablePlacementArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	AlterTablePlacementArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od7ba885668686841	function	pkg/meta/model/job_args.go	AlterTableSetRegionSplitPolicyArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	AlterTableSetRegionSplitPolicyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O56d3f305c0de3d0b	function	pkg/meta/model/job_args.go	AlterTableSetRegionSplitPolicyArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	AlterTableSetRegionSplitPolicyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O9223c9d424be6834	function	pkg/meta/model/job_args.go	BatchCreateTableArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	BatchCreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O5f03169e7d601121	branch	pkg/meta/model/job_args.go	BatchCreateTableArgs.decodeV1/if:1/false	7e948fca17bfdc007dd9b82d5e49f9ac647aded352f59aba0e2e87684327bab4	BatchCreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O77c2df75b09fbe1f	branch	pkg/meta/model/job_args.go	BatchCreateTableArgs.decodeV1/if:1/true	7e948fca17bfdc007dd9b82d5e49f9ac647aded352f59aba0e2e87684327bab4	BatchCreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oa218f25d10f5f9d1	loop	pkg/meta/model/job_args.go	BatchCreateTableArgs.decodeV1/loop:1/enters	ab0349101d264237990aa9c610408988752a687159c135389cbaf970f2071305	BatchCreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8d6a182351f03551	loop	pkg/meta/model/job_args.go	BatchCreateTableArgs.decodeV1/loop:1/zero_iterations	ab0349101d264237990aa9c610408988752a687159c135389cbaf970f2071305	BatchCreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oe5bcac73930d4b0e	function	pkg/meta/model/job_args.go	BatchCreateTableArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	BatchCreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O25a247604c481029	loop	pkg/meta/model/job_args.go	BatchCreateTableArgs.getArgsV1/loop:1/enters	2dfb1c546e3368e410add2b07b0358112d43699c81f7545c287e069f3457781a	BatchCreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Occ9a0e53a4294c8a	loop	pkg/meta/model/job_args.go	BatchCreateTableArgs.getArgsV1/loop:1/zero_iterations	2dfb1c546e3368e410add2b07b0358112d43699c81f7545c287e069f3457781a	BatchCreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oe4fc17683c196d4a	function	pkg/meta/model/job_args.go	CheckConstraintArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	CheckConstraintArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O4e188f306c1737f7	function	pkg/meta/model/job_args.go	CheckConstraintArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	CheckConstraintArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oa69264eaf182181b	function	pkg/meta/model/job_args.go	CreateSchemaArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	CreateSchemaArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Odfa50afd9476f981	function	pkg/meta/model/job_args.go	CreateSchemaArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	CreateSchemaArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od9ae00d737705fa8	function	pkg/meta/model/job_args.go	CreateTableArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	CreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O6c1e4e242641407d	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.decodeV1/switch:1/case:1	47d79761eab3834c9fd8b900d68927814bde943c0c2abf6d1128c9966bfac06b	CreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ofe52567e26a549f5	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.decodeV1/switch:1/case:2	23f5f9c5305bd380a57ca384947b7e0f98c6ea3b91e25738542ba7a2ce9d488a	CreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8dc94ab3a813623a	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.decodeV1/switch:1/case:3	cd70e6211b9ee49f7de6522f08dfd5405d0df419e7dc0e870f76d363bb7520fc	CreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od7f7be09b7da0a66	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.decodeV1/switch:1/no_match	b9b2cb9ce3eaa8b76a49989c6c34b068971fddea1395e2d4f1a9e9dca8c6eba7	CreateTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O3aa18904e59a5709	function	pkg/meta/model/job_args.go	CreateTableArgs.getArgsV1	6d7d43aeaa3848c68e4a71802cb7b63e8b5d748ee57e28970d9c3b5611d3f606	CreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oaa8033b624a832a7	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.getArgsV1/switch:1/case:1	e3df99832c76827dc43b0f03e9d5fc6da223885784f09ee8ddc1d219619e9a00	CreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ocdefb60e0133fed3	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.getArgsV1/switch:1/case:2	c4cf3c061c671406bcaf356d6b12e9e3ee8fd6fc7340077cf0a487e2d4018eb4	CreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O2a8ed1cf0c909044	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.getArgsV1/switch:1/case:3	7530f8914a47c103845bf24c20066c348ee6471a7835b9a694e2bf9c0fcb41d9	CreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O4266244e4c4cb66c	switch_case	pkg/meta/model/job_args.go	CreateTableArgs.getArgsV1/switch:1/no_match	32d25501150e97aff0b2f5d4674b723064961561a89028bbb8c4872d4dd673d6	CreateTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O6e1486e20127c996	function	pkg/meta/model/job_args.go	DropForeignKeyArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	DropForeignKeyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O64a1efce444513a0	function	pkg/meta/model/job_args.go	DropForeignKeyArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	DropForeignKeyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ofcfcbc291a4778f2	function	pkg/meta/model/job_args.go	DropSchemaArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	DropSchemaArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O9750beb0ed43a24b	function	pkg/meta/model/job_args.go	DropSchemaArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	DropSchemaArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Of6f3f69eea7b7d11	function	pkg/meta/model/job_args.go	DropSchemaArgs.getFinishedArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	DropSchemaArgs.getFinishedArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O94be090acc097b8c	function	pkg/meta/model/job_args.go	DropTableArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	DropTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ob573b7f5cad1a991	branch	pkg/meta/model/job_args.go	DropTableArgs.decodeV1/if:1/false	ba500ffa50c2017758af5f6f99784112aa396f49d82925a7e380b4ecb7e3f131	DropTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O9865b1130c273991	branch	pkg/meta/model/job_args.go	DropTableArgs.decodeV1/if:1/true	ba500ffa50c2017758af5f6f99784112aa396f49d82925a7e380b4ecb7e3f131	DropTableArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O548538b8ed25b55e	function	pkg/meta/model/job_args.go	DropTableArgs.getArgsV1	6d7d43aeaa3848c68e4a71802cb7b63e8b5d748ee57e28970d9c3b5611d3f606	DropTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Obe6d12ac248f6fd5	branch	pkg/meta/model/job_args.go	DropTableArgs.getArgsV1/if:1/false	cf5da77df09dd10307c1fa9cdd5e0056503d09aef4406706acf2d00f2659fdce	DropTableArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
