# pkg-zeropool-mutation-results-v2
mutation_id	suite_id	status	baseline_commit	named_test	exit_code	source_file	source_sha256	restore_status
M013-semantic-S02	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M014-semantic-S03	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M015-semantic-S04	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M016-semantic-S05	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M017-semantic-S06	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M018-semantic-S07	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M019-semantic-S08	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M020-semantic-S09	Z005-semantic-evidence	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	rust/crates/tidb-util/src/zeropool/zeropool.semantic-divergences.tsv	0d2d87c91709340a7ac4c31517fa1c6faf3b3f0a1b87af6269f9dab2f9bbc180	PASS
M021-artifact-BUILD	Z006-artifact-drift	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	pkg/util/zeropool/BUILD.bazel	d2cf6c94236cbde3984132bd461b7899eacbf9fedd0f4cf0016a9d02f0763a24	PASS
M022-artifact-pool-go	Z006-artifact-drift	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	pkg/util/zeropool/pool.go	6f55a4b32126c0e2ad1d5883fc5a3efbfbc02a1f2e64c9afb869660e6d5e763a	PASS
M023-artifact-pool-test	Z006-artifact-drift	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	pkg-zeropool-lockdown.py --inventory-only	1	pkg/util/zeropool/pool_test.go	afb7a2aeb37c5b4664f696643dc702671a92081ffe62cf1adfe347524db2e493	PASS
M024-symbol-default	Z007-symbol-gate	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	zeropool::tests::zeropool_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/zeropool/mod.rs	0c2837a895a24561b9bd29a1dda02aabf8d00dde43c5b9ebb609fec240dbd712	PASS
M025-symbol-new	Z007-symbol-gate	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	zeropool::tests::zeropool_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/zeropool/mod.rs	0c2837a895a24561b9bd29a1dda02aabf8d00dde43c5b9ebb609fec240dbd712	PASS
M026-symbol-get	Z007-symbol-gate	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	zeropool::tests::zeropool_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/zeropool/mod.rs	0c2837a895a24561b9bd29a1dda02aabf8d00dde43c5b9ebb609fec240dbd712	PASS
M027-symbol-put	Z007-symbol-gate	KILLED	0e633eeff8a9afd0f81a735a66bf2b74a331a8a7	zeropool::tests::zeropool_lockdown_inventory_is_complete_and_symbols_compile	101	rust/crates/tidb-util/src/zeropool/mod.rs	0c2837a895a24561b9bd29a1dda02aabf8d00dde43c5b9ebb609fec240dbd712	PASS
M028-plan-missing-python	Z008-plan-source-integrity	KILLED	5d4e8dccbe4e9b9a450f57b31db59f8e0447ffe4	python3 rust/scripts/pkg-zeropool-lockdown.py	1	rust/crates/tidb-util/src/zeropool/zeropool.mutation-plan.tsv	7dedbe26b2f40f3884ba4381de19d03ecf21875fe9404e26f937f6925687b0b0	PASS
M029-plan-missing-rust	Z008-plan-source-integrity	KILLED	5d4e8dccbe4e9b9a450f57b31db59f8e0447ffe4	zeropool_mutation_plan_sources_exist_and_match_hashes	101	rust/crates/tidb-util/src/zeropool/zeropool.mutation-plan.tsv	7dedbe26b2f40f3884ba4381de19d03ecf21875fe9404e26f937f6925687b0b0	PASS
M030-plan-width-python	Z008-plan-source-integrity	KILLED	5d4e8dccbe4e9b9a450f57b31db59f8e0447ffe4	python3 rust/scripts/pkg-zeropool-lockdown.py	1	rust/crates/tidb-util/src/zeropool/zeropool.mutation-plan.tsv	7dedbe26b2f40f3884ba4381de19d03ecf21875fe9404e26f937f6925687b0b0	PASS
M031-plan-width-rust	Z008-plan-source-integrity	KILLED	5d4e8dccbe4e9b9a450f57b31db59f8e0447ffe4	zeropool_mutation_plan_sources_exist_and_match_hashes	101	rust/crates/tidb-util/src/zeropool/zeropool.mutation-plan.tsv	7dedbe26b2f40f3884ba4381de19d03ecf21875fe9404e26f937f6925687b0b0	PASS
M032-plan-hash-python	Z008-plan-source-integrity	KILLED	5d4e8dccbe4e9b9a450f57b31db59f8e0447ffe4	python3 rust/scripts/pkg-zeropool-lockdown.py	1	rust/crates/tidb-util/src/zeropool/zeropool.mutation-plan.tsv	7dedbe26b2f40f3884ba4381de19d03ecf21875fe9404e26f937f6925687b0b0	PASS
M033-plan-hash-rust	Z008-plan-source-integrity	KILLED	5d4e8dccbe4e9b9a450f57b31db59f8e0447ffe4	zeropool_mutation_plan_sources_exist_and_match_hashes	101	rust/crates/tidb-util/src/zeropool/zeropool.mutation-plan.tsv	7dedbe26b2f40f3884ba4381de19d03ecf21875fe9404e26f937f6925687b0b0	PASS
