# Consolidate six disconnected leaves under one owner while distinguishing live fold/update/result paths from test-only merge, slide, distinct-int, and spill boundaries.
# old_owner new_owner source_path test_path test_line test_name retired_artifacts new_artifacts note
executor-count-partial-source-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_count_test.go	43	TestMergePartialResult4Count	rust/difftests/corpus/coverage/evidence/tests/executor-count-partial-source-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Partial COUNT merge is now tested at the unified state boundary.
executor-count-partial-source-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_count_test.go	51	TestCount	rust/difftests/corpus/coverage/evidence/tests/executor-count-partial-source-wave.tsv	rust/crates/tidb-exec/src/tests/aggregate.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Grouped Database COUNT now consumes the unified runtime.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	33	TestMergePartialResult4Sum	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	SUM merge evidence moves to the unified typed state family.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	50	TestSum	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/src/tests/aggregate.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Grouped Database SUM now consumes the unified runtime.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	66	TestMemSum	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	SUM reset/state evidence moves while allocator parity remains partial.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	89	TestSlideSumUintProcessOutWindowFirstToAvoidOverflow	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	The previously external unsigned sliding regression is now directly represented by the consolidated integer state.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	133	TestSlideSumIntProcessOutWindowFirstToAvoidOverflow	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	The previously external signed sliding regression is now directly represented by the consolidated integer state.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	44	TestMergePartialResult4Sum/<generated>	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Generated merge anchor remains explicit and partial.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	60	TestSum/<generated>	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Generated SUM anchor remains explicit and partial.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/func_sum_test.go	83	TestMemSum/<generated>	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/tests/core_aggregate_runtime_source.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Generated SUM memory anchor remains explicit and partial.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/spill_helper_test.go	658	TestPartialResult4SumDecimal	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/src/aggregate/runtime/spill.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Decimal SUM spill moves to the shared spill boundary and remains partial for wire compatibility.
executor-sum-float64-wave	executor-core-aggregate-runtime	-	pkg/executor/aggfuncs/spill_helper_test.go	703	TestPartialResult4SumFloat64	rust/difftests/corpus/coverage/evidence/tests/executor-sum-float64-wave.tsv	rust/crates/tidb-exec/src/aggregate/runtime/spill.rs,rust/difftests/corpus/coverage/evidence/tests/executor-core-aggregate-runtime.tsv	Float SUM spill moves to the shared spill boundary.
