# builtin-cast-lockdown-v1
# verdicts PORTED=631 DECLINED=2264 UNREACHABLE=292
obligation_id	category	source_path	ast_anchor	node_sha256	go_owner	status	rust_symbol	evidence
O511efc1c5fc5eb37	function	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType	94b2d2c7ac25f731a2069959fc9a6069dc3afc8aeb669528ee53bb5116ce196f	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O14930931c21cf542	closure	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/closure:1	27d3472f5a0dcf9c39ce6e13cf4dd0ba92dd20764213354f3d38f91055da2bdf	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oc42fda207fad4215	closure	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/closure:2	e0b2a0699eba0d9a0733dbdc5d190629eb61439e20298df700069ceef14e04c9	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oc02601ee479db409	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:1/false	2e33d1d70bf098393e4d36476f5dc0160838df145cdb5360145380c7b67ce70d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O4078abfe82a52008	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:1/true	2e33d1d70bf098393e4d36476f5dc0160838df145cdb5360145380c7b67ce70d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O24f736b89d06d78c	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:2/false	da8e2ebe19f92768f2fb5b8c849cf50652d72d5b5e0bb8bc213fe071c3853e05	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O6d4dc8338d22e920	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:2/true	da8e2ebe19f92768f2fb5b8c849cf50652d72d5b5e0bb8bc213fe071c3853e05	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O50996010187ba8b3	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:3/false	4fcee76d06bea68418b864d55b6722abad22698c78f0a0f4ec6b6c1a02cdc9b7	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O8b9021fac7db643b	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:3/true	4fcee76d06bea68418b864d55b6722abad22698c78f0a0f4ec6b6c1a02cdc9b7	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O2e0196d45207ea05	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:4/false	90d2441edaf39493646b70d85629cdefa057f6aaf7952c2b985aeb72eeb9dc2e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oe093d04d5f2856f1	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:4/true	90d2441edaf39493646b70d85629cdefa057f6aaf7952c2b985aeb72eeb9dc2e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oe49a542e453ef8c4	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:5/false	a57b325fc0d33a728acbef32f8215019e5bdd54ba968775d784ec30948667d97	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O7431608c7d1a1b13	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:5/true	a57b325fc0d33a728acbef32f8215019e5bdd54ba968775d784ec30948667d97	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Odac47c58d629dbaf	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:6/false	11893f00f0f7b3cdbce2a07ac2816bd8518773f759fb70bc27a9057f4ad8468e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Ob2db33e4b3e5d966	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:6/true	11893f00f0f7b3cdbce2a07ac2816bd8518773f759fb70bc27a9057f4ad8468e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O9edd299ed45afa02	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:7/false	4fcee76d06bea68418b864d55b6722abad22698c78f0a0f4ec6b6c1a02cdc9b7	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O7d1034e91b5d0482	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:7/true	4fcee76d06bea68418b864d55b6722abad22698c78f0a0f4ec6b6c1a02cdc9b7	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O7f24e1383982c9fe	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:8/false	a57b325fc0d33a728acbef32f8215019e5bdd54ba968775d784ec30948667d97	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Od517491f8ffeb36c	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:8/true	a57b325fc0d33a728acbef32f8215019e5bdd54ba968775d784ec30948667d97	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O5b15f534d766a750	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:9/false	4fcee76d06bea68418b864d55b6722abad22698c78f0a0f4ec6b6c1a02cdc9b7	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O5edb6c329fb20715	branch	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/if:9/true	4fcee76d06bea68418b864d55b6722abad22698c78f0a0f4ec6b6c1a02cdc9b7	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oe948d5912352782d	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:1:&&/lhs_short_circuits	825a6086828ff5673c647445cd99ab40c488071b1ad41b841060e01741b51c8d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oec2201c37b55f0a6	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:1:&&/rhs_evaluated	825a6086828ff5673c647445cd99ab40c488071b1ad41b841060e01741b51c8d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O127c329b679a9f76	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:2:||/lhs_short_circuits	fd54fb97975d52a7ecffd02e878a8891fda2ea55663d5a976f8eb64f35c3ca13	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O7b5af7ea0665d4de	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:2:||/rhs_evaluated	fd54fb97975d52a7ecffd02e878a8891fda2ea55663d5a976f8eb64f35c3ca13	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O56345077f74364a6	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:3:||/lhs_short_circuits	fa49b67276eeffa6ba468f0e8e6fc7ad1afcb03f1c0a1048dfdfdfcc67e76624	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O0b92be741c0014f3	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:3:||/rhs_evaluated	fa49b67276eeffa6ba468f0e8e6fc7ad1afcb03f1c0a1048dfdfdfcc67e76624	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O6a88fc2025bb6fe8	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:4:||/lhs_short_circuits	90257e10fd34d0caa640092f1c8fdb907e645b538bb9f9e677fcef00255ece57	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oc98f5c78e37e0cd0	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:4:||/rhs_evaluated	90257e10fd34d0caa640092f1c8fdb907e645b538bb9f9e677fcef00255ece57	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Od0dcf075c22d97d3	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:5:||/lhs_short_circuits	b9012be5ee35d71966ca3a90c4546f6f587da879080dda0468b6d69606da0345	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oe15c74fdb494977f	short_circuit	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/logical:5:||/rhs_evaluated	b9012be5ee35d71966ca3a90c4546f6f587da879080dda0468b6d69606da0345	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O1baf091ab03cf952	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:1/enters	0e7be8453d983234f6078f7dc6964ebce56cbd02cfd8a8e6e8fc840e7699ef12	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O0c4f11383f48654a	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:1/zero_iterations	0e7be8453d983234f6078f7dc6964ebce56cbd02cfd8a8e6e8fc840e7699ef12	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O9e6757f866906b88	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:2/enters	2963b2d8f602f5f5e500d7ae024ed93293ee437ffdbd8c4eee18dae7f5116a59	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Ob9207753a092aecc	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:2/zero_iterations	2963b2d8f602f5f5e500d7ae024ed93293ee437ffdbd8c4eee18dae7f5116a59	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oc4676ea17d1db8e8	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:3/enters	490544a6eefc818f68de37eb433ae696c4c060db2780856b6c4f367f2ff8a4f3	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Odcb32bc2d7a2feea	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:3/zero_iterations	490544a6eefc818f68de37eb433ae696c4c060db2780856b6c4f367f2ff8a4f3	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O156147adf77417ce	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:4/enters	221870091bd5b975aea87bc7843a660112ed90fcb036790554ed92149bf3ef2d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Od68ad8bf3d0f621c	loop	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/loop:4/zero_iterations	221870091bd5b975aea87bc7843a660112ed90fcb036790554ed92149bf3ef2d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O0d7a66f4e25a94c2	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:1/case:1	a2598c9de23aef2c9236cc8b32a91762abbbffe8d35e83e168faff763614c87d	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O935787df7f21355c	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:1/case:2	0c8c779d25de55ff7a24258bbd23fe33b0970b77c814dd3cfd5625cd6d4e1934	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O93c02a0ac1668262	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:1/default:3	17a354332b375b037a22d1396bf9897efd76f6b49a425d2dedea53dae93ff50e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O5afa00de78deb203	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:2/case:1	226f67d63f475de2ad614e623d1eef76cfe0c7947a074eb33c0a6714fb1e833e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O31e61f0522dad1e7	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:2/case:2	814c18796988391a3b78be65b11b8c3ea28ebd8dd6f35bbc8d4ce7f7c442c257	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
O40f662ae094f6e3d	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:2/case:3	b8029ebcc29f8871764e10451e43ec3728d1fb81103be379b1d07c5ee85e8c8f	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Oc48b5836f2e00da9	switch_case	pkg/expression/builtin_cast.go	TryPushCastIntoControlFunctionForHybridType/switch:2/default:4	17a354332b375b037a22d1396bf9897efd76f6b49a425d2dedea53dae93ff50e	TryPushCastIntoControlFunctionForHybridType	DECLINED	-	D_CONTROL_PUSH
Obd9fa8f00a125458	function	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal	27d3472f5a0dcf9c39ce6e13cf4dd0ba92dd20764213354f3d38f91055da2bdf	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O63cdcffa9777dc35	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:1/false	7cd3840edf698a8f7b550111ac14eab04a2c8de295d6e7a662b082e14c6129c6	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
Oe38a95aa20ba658c	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:1/true	7cd3840edf698a8f7b550111ac14eab04a2c8de295d6e7a662b082e14c6129c6	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O70652aa40388d81f	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:2/false	142a140d55c9a43966371ea46b3f5af22945fc75b4f1b87a79c87b017957f5bc	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O8b3ae95f77b4deb5	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:2/true	142a140d55c9a43966371ea46b3f5af22945fc75b4f1b87a79c87b017957f5bc	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O5d5e5e263d3239f1	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:3/false	90c57259f176f9d6cfe67bb1bdef2e544e07bf0febb23ae7ec723639ca62a729	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
Oee973f26be200125	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:3/true	90c57259f176f9d6cfe67bb1bdef2e544e07bf0febb23ae7ec723639ca62a729	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O8020dcca680156cc	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:4/false	70246dfe5a2c105f4c785069b435a87d0359269491c5d9277fb1346604432720	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O9cd07f058615daf7	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:4/true	70246dfe5a2c105f4c785069b435a87d0359269491c5d9277fb1346604432720	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O13a6b3c586732972	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:5/false	f2abeb7cdbfab5220a09085b468dbb1e2553d4adb0b6f2b74ee26fc45a65b76f	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
O16ca343f07a2ec65	branch	pkg/expression/builtin_cast.go	WrapWithCastAsDecimal/if:5/true	f2abeb7cdbfab5220a09085b468dbb1e2553d4adb0b6f2b74ee26fc45a65b76f	WrapWithCastAsDecimal	PORTED	builtin_cast_lockdown::CAST_REWRITE	P_CAST_REWRITE
