# infer-pushdown-lockdown-v1
# verdicts PORTED=140 DECLINED=856 UNREACHABLE=0
obligation_id	category	source_path	ast_anchor	node_sha256	go_owner	status	rust_symbol	evidence
Of889cf9165fe3892	test_assertion	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/assertion:5:Len	75be37fc6901c24fb83072ce55311f5570c01f1aede3738e82f26c77311fdc61	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Ocb90315a4d199ce0	test_assertion	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/assertion:6:NotNil	7dfe0832a8b7348a7346d1ba21e6b94cc6f215b63ebb349659ce5ce4043af6b5	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Od02ef21f9094d146	test_assertion	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/assertion:7:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O5eb76651d6750e82	test_assertion	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/assertion:8:Equal	add280b5c201cc7cc0bc18af1203ca93489e038af4d2b7b2403b057a2a8fd74f	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O872863c9f29e0fc2	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:0	9fd19e5a16b3849878d28c518e259fe96f5b775609cdc849ce4435b531d00199	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O253ef936fc7b2928	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:1	a20aee54a83eb9d463da18b3fcac7ba5f73115fa4a3355a5455b51446512d6b0	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O51635ce49a610d9d	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:2	c22afa5ec4f6d83d21a6a90b5a7cc7374d7114a0959aa85606cfb30f34f19d6d	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oc68462003c0a6640	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:3	84b616deded2c1b47fdeab2de16783443a274cb6924819f618aacfb8a0abdf53	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O1cd4c0d795998a7a	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:4	b8be631afdbffaebc8cbf6ec90066b7108e13c3609dceb63f8ad2a669a8d7361	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oa0de9771cbcfd9e5	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:5	7a9a9d82e34f62abb944e57f635605e2b4b44083f413eb886cd39ff4e0cf61d8	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O5f8b23304147a38b	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:1/element:6	ba26b20988d62c0e85715d016352d1e09b889352f288e3a6fb19a7b029927862	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Of1fbadc1fce38ad1	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:0	ff4f8f187831499697ece23674c7453d0a1b67332be3de6dc09908e5b99b383f	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Odc6a1a2d800ae8db	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:1	b74423fbda922c9f14306246af6dbbf1ad620c7b7c72f54ad17060530326de34	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O8abac0d397685905	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:2	8ee566f3d08fd4d305b8ba2cb97fd38c1fb0a7f00f49c6470cb80287f5c573a8	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oc4fa783cd0fe1599	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:3	f140f002a2a621dd6db7c9889366efc1787333e2a3d6a56aff1c9b229e12a43b	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Ofa89c12c96c4626b	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:4	4388ef9af98bc899961057b18df944f8fda282e46eb54ff49e15c3c846a29f16	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Ode99dd9602f98526	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:5	1931840d5d2a548820f107f525132a4713624339acb9f22ca4dbf061f73cb8a2	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O5bcc2d92d457b1de	test_row	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/composite:2/element:6	c54f71c74259c66a23a27dfa164853f82f6f284140c03c429020363311f202e3	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Obd8d9c8f3db46e05	test_loop	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/loop:1/enters	5fcc3083267962851b24ab8147182661c72d99b7fab6cd4f5a51cd4e51171a60	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O8a35b8a7e66c1e67	test_loop	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/loop:1/zero_iterations	5fcc3083267962851b24ab8147182661c72d99b7fab6cd4f5a51cd4e51171a60	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oe1ac471213592c81	test_loop	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/loop:2/enters	f915d093910677d703247ed5be12e4d5894fbd7aa3865b47cafab42d60c72ea1	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O4340780f25f219d6	test_loop	pkg/expression/expr_to_pb_test.go	TestCompareFunc2Pb/loop:2/zero_iterations	f915d093910677d703247ed5be12e4d5894fbd7aa3865b47cafab42d60c72ea1	TestCompareFunc2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Of218019c1bee40d6	test	pkg/expression/expr_to_pb_test.go	TestConstant2Pb	30d57c9490ec3172d09125ebb843caa0af4ee11e92b9993ab11fdd217e16f193	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O399b20d5fc5c423b	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:10:Equal	02fd85f4fd1325c57af46b0b05f2ab91df5fa5f9daaf343f5605501f274e1577	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O5c8e3c7f92f5a3e1	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:11:Len	296d09b3fadcb7298506792b4e430a1447ea781b4f1e093ae8c936664f82213e	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O1441d30dabdb025c	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:12:Len	3cfd7949e53421f39e9ac88b654361575a456b78a65c26b26b67a90fe7b0dfa5	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oeee86395dc8ac4ea	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:13:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O5d7b212e82cb2321	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:14:NoError	2533591873206020de2e212d9cc9309533eab53115af1664f24a3c685463018c	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oa8aa97a1dcaefa0b	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:15:Equal	add280b5c201cc7cc0bc18af1203ca93489e038af4d2b7b2403b057a2a8fd74f	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O62c45e0c488671fe	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:16:Nil	4707f68e3faeeb412a5b080ded9b235731d2f7c732f565e35b9cfe4647e748e7	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O311b7dbe833213f5	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:1:Equal	72b36db1fa31187cc7c702e54ee142787b530103a9131862ea88fcde482aa344	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oaaca3910c6e86723	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:2:Equal	19c4ec697a8b52641f853ed57d60d36dae5e61a3fba42446a5a1763f307dc29d	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O0912275cb8a4afb5	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:3:Equal	b52616f2167c9b0e69f894a38e56e33a19e42e67f5241f87fb44250da406f3a4	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oa70f260d2b9ed914	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:4:Equal	785354bc4e2ec14db1739b9a7fed749930c0e33b21a31d9007b6cb817b4bedfa	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Of285a5fc52a267d8	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:5:Equal	65c04d26091fe930b29d5ddd47691aecedcffbc538e3f63f79817bfad44fbcad	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Od8d8b37a8e8457f5	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:6:Equal	acdaede98072d124b4d39cb18e4518ef6c3177bb1dd346d4c8e56f0aa8ea6b99	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O4daae2b093fd989d	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:7:Equal	f2c85b789823878a7dda2085c6e38bab2af5f6656b7004fdc0646c78d19ef61e	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O640f1b17a1e238c9	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:8:Equal	3d381c484e3c1c70d5eaa87e93dcb58c81be02b294f810139c80b2d1fb5a899f	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O0603a78accc76693	test_assertion	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/assertion:9:Equal	cb263b24c67f288f9f1dd270e3ed76c8fd39d3f89ec16f2e232dc97ed6dcd1c3	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Ob5b79c94ff513f9d	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:1/element:0	2f9d2935b6307627c86e1e06fe562e3228b10592155daaaebfc54c1ba2ab3ca2	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O206ce96777f37af6	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:1/element:1	2f9668eacb460c434c81ff0ab4e92019dcbbcf6d54a75668b19f25606de9afc4	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O143eb5e49ba2fcb3	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:1/element:2	74f50c1a9257e0d03d56adf327e916478974f7b7ff7c28af53a2573f7a9957f9	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O12e36ad9f184b90f	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:1/element:3	78b4f37b82eed0a7c5a02833aa95bb7b6b0cb99bb7b3cc8deb9cd562462a1883	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O929d1d298cebecab	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:3/element:0	09aae98d6bdc789f7b3e2174a2aca6a620e5fbeb0a8147e5f83cfc8971ff5f56	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O0eba5ec3f6d6dd37	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:3/element:1	20528f472c1b788e4f75d31e25eeeb93f3fc4ff9dd6a4474c795e79b19ae5d7a	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O2473a967562f8d90	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:0	5d72f99a09e80cde3742978d8d1784e2f35c900d4cdc0eed2883f52b388ed2a1	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oda4ca4df4752847c	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:1	22c62b8925f7dc15504f7aca440333d79d8eff47d6ff81a807caa31605e19c86	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Od798076128b766cb	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:2	3c2a88ab51e845a0cd5c3c29ecc34d4144646dfb5772fd18e7b5d3bfd1d59b94	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O3fa744a66459b377	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:3	3da0774bc5fe8b9d77644f65afa42c14e929c7e6f3345b77f6e6bb384ce0e45c	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O8267467f53ae64be	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:4	7a41cc2b4062becb694a216d124da59da361d3aee481f4a2b125f6ec4a51cdb2	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O08084c9fb488d727	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:5	24d710112bdcf6293d23eaaa54c0aca1ee4a334e5f8c420ed28fa5f5828a8e32	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O9f110f50f6beffb8	test_row	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/composite:4/element:6	5083b1bc9ee6e27646fe713badb8be5c7ad23eef32390a193191ed73e5423fa1	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
Oed53b26f0d800239	test_branch	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/if:1/false	6f69d8404a1961a0d89019b161c8cb7f49e3f337e096ad0b53c380fbc26ffaff	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O54fb5dbced2ac4bc	test_branch	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/if:1/true	6f69d8404a1961a0d89019b161c8cb7f49e3f337e096ad0b53c380fbc26ffaff	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O7bbd94c00dc60e6b	test_loop	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/loop:1/enters	8139a2c19649fa0d2eb27f431173bdb1eae09dd9a6b9e80690bc8ae3402c60c7	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
O405edf3370171632	test_loop	pkg/expression/expr_to_pb_test.go	TestConstant2Pb/loop:1/zero_iterations	8139a2c19649fa0d2eb27f431173bdb1eae09dd9a6b9e80690bc8ae3402c60c7	TestConstant2Pb	DECLINED	-	D_GO_TEST_RUNTIME
