# executor-point-get-file-lockdown-mutation-results-v1
mutation_id	suite_id	status	baseline_commit	named_test	exit_code	source_file	source_sha256	restore_status
M011	R_CHECKSUM_COLUMN	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	point_get::tests::checksum_and_column_lookup_choose_the_first_matching_id	101	rust/crates/tidb-executor/src/point_get.rs	62bf005745295f5f51bebee168cf22ce8fd7d41bd8e76364a9dd88333b8205c9	PASS
M012	R_PREFIX_COLUMN	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	point_get::tests::primary_prefix_membership_covers_empty_hit_and_miss	101	rust/crates/tidb-executor/src/point_get.rs	62bf005745295f5f51bebee168cf22ce8fd7d41bd8e76364a9dd88333b8205c9	PASS
M013	R_PREFIX_COLUMN	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	point_get::tests::primary_prefix_membership_covers_empty_hit_and_miss	101	rust/crates/tidb-executor/src/point_get.rs	62bf005745295f5f51bebee168cf22ce8fd7d41bd8e76364a9dd88333b8205c9	PASS
M014	R_COLUMN_BY_ID	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	point_get::tests::checksum_and_column_lookup_choose_the_first_matching_id	101	rust/crates/tidb-executor/src/point_get.rs	62bf005745295f5f51bebee168cf22ce8fd7d41bd8e76364a9dd88333b8205c9	PASS
M015	R_COLUMN_BY_ID	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	point_get::tests::checksum_and_column_lookup_choose_the_first_matching_id	101	rust/crates/tidb-executor/src/point_get.rs	62bf005745295f5f51bebee168cf22ce8fd7d41bd8e76364a9dd88333b8205c9	PASS
M016	G_PATH	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	pkg-executor-point-get-lockdown.py	1	rust/scripts/pkg-executor-point-get-lockdown.py	bdc2139d8882bd55e3dbe0fdc4cf8c83596d435742d4b304e96dea3859880511	PASS
M017	G_HASH	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	pkg-executor-point-get-lockdown.py	1	rust/scripts/pkg-executor-point-get-lockdown.py	bdc2139d8882bd55e3dbe0fdc4cf8c83596d435742d4b304e96dea3859880511	PASS
M018	G_AST	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	pkg-executor-point-get-lockdown.py	1	pkg/executor/point_get.go	8bde7bb7507d17129b8fd829a2078878d5303bf4b86aad939b6be576f775be93	PASS
M019	G_CENSUS	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	pkg-executor-point-get-lockdown.py	1	rust/crates/tidb-executor/src/point_get.inventory.tsv	f45e0546ebbbff30eb417f1f4a094bdd1420f6720620976a21f588a9912a81ac	PASS
M020	G_VERDICT	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	pkg-executor-point-get-lockdown.py	1	rust/crates/tidb-executor/src/point_get.inventory.tsv	f45e0546ebbbff30eb417f1f4a094bdd1420f6720620976a21f588a9912a81ac	PASS
M021	G_SYMBOL	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	point_get_lockdown_symbols_compile_and_inventory_is_exact	101	rust/crates/tidb-executor/src/point_get.rs	62bf005745295f5f51bebee168cf22ce8fd7d41bd8e76364a9dd88333b8205c9	PASS
M022	G_RECEIPT	KILLED	566c460c26d5019fd32ce157531bcf431a8ce447	pkg-executor-point-get-lockdown.py	1	rust/scripts/pkg-executor-point-get-lockdown.py	bdc2139d8882bd55e3dbe0fdc4cf8c83596d435742d4b304e96dea3859880511	PASS
