# Generated by cargo run -p difftest --bin integration_plan_inventory -- --write.
# This is an EXPLAIN obligation inventory, not plan-parity evidence.
source_path	source_start_line	source_end_line	statement_ordinal	plan_statement_kind	expected_result_artifacts	go_restore_hex
tests/clusterintegrationtest/t/vector.test	41	41	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	43	43	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	54	54	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	56	56	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	60	60	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	62	62	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	65	65	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	67	67	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	77	77	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	79	79	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	86	86	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	91	91	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	93	93	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	101	101	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	103	103	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	110	110	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	113	113	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	115	115	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	125	125	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	127	127	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	134	134	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	137	137	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	139	139	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b302c302c305d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	149	149	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	151	151	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	155	155	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	157	157	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	160	160	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	162	162	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	172	172	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	174	174	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	176	176	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	180	180	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	185	185	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	188	188	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	193	193	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	203	203	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	205	205	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	207	207	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	211	211	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	213	213	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	215	215	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	218	218	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	220	220	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	222	222	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	232	232	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	234	234	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	236	236	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	240	240	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	242	242	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	244	244	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	247	247	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	249	249	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector.test	251	251	1	explain	tests/clusterintegrationtest/r/vector.result|tests/clusterintegrationtest/r/vector_index_ddl.result|tests/clusterintegrationtest/r/vector_long.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	44	44	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	46	46	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c45435420606964602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	48	48	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	52	52	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	57	57	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	60	60	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c454354202a2046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/clusterintegrationtest/t/vector_index_ddl.test	65	65	1	explain	tests/clusterintegrationtest/r/vector_index_ddl.result	4558504c41494e20464f524d4154203d2027726f77272053454c4543542060766563602046524f4d20607460204f52444552204259205645435f4c325f44495354414e43452860766563602c205f555446384d4234275b3230302e382c3230302e382c3230302e385d2729204c494d49542032
tests/integrationtest/t/access_path_selection.test	8	8	1	explain	tests/integrationtest/r/access_path_selection.result	4558504c41494e20464f524d4154203d2027706c616e5f74726565272053454c454354206061602046524f4d20606163636573735f706174685f73656c656374696f6e60205748455245206061603c33
