source_path	source_start_line	source_end_line	command	payload
tests/integrationtest/t/bindinfo/temptable.test	70	70	error	 8006
tests/integrationtest/t/bindinfo/temptable.test	72	72	error	 8006
tests/integrationtest/t/collation_agg_func.test	44	44	error	 0,1265
tests/integrationtest/t/collation_agg_func.test	46	46	error	 0,1265
tests/integrationtest/t/collation_agg_func.test	50	50	error	 0,1265
tests/integrationtest/t/collation_agg_func.test	64	64	error	 1235
tests/integrationtest/t/collation_agg_func.test	66	66	error	 1235
tests/integrationtest/t/collation_agg_func.test	70	70	error	 1235
tests/integrationtest/t/collation_agg_func.test	72	72	error	 1235
tests/integrationtest/t/collation_agg_func.test	76	76	error	 1235
tests/integrationtest/t/collation_agg_func.test	78	78	error	 1235
tests/integrationtest/t/collation_agg_func.test	82	82	error	 1235
tests/integrationtest/t/collation_agg_func.test	84	84	error	 1235
tests/integrationtest/t/collation_check_use_collation.test	30	30	error	 0,1265
tests/integrationtest/t/collation_check_use_collation.test	58	58	error	 0,1265
tests/integrationtest/t/collation_misc.test	13	13	error	 8200
tests/integrationtest/t/collation_misc.test	33	33	error	 8200
tests/integrationtest/t/collation_misc.test	35	35	error	 1273
tests/integrationtest/t/collation_misc.test	37	37	error	 1302, 1273
tests/integrationtest/t/collation_misc.test	39	39	error	 1253, 1273
tests/integrationtest/t/collation_misc.test	52	52	error	 0,1273
tests/integrationtest/t/collation_misc.test	57	57	error	 0,1049
tests/integrationtest/t/collation_misc.test	63	63	error	 0,1273
tests/integrationtest/t/collation_pointget.test	71	71	error	 1054
tests/integrationtest/t/collation_pointget.test	73	73	error	 1054
tests/integrationtest/t/collation_pointget.test	76	76	error	 1054
tests/integrationtest/t/collation_pointget.test	78	78	error	 1054
tests/integrationtest/t/collation_pointget.test	80	80	error	 1051
tests/integrationtest/t/cte.test	57	57	error	 1054
tests/integrationtest/t/cte.test	96	96	error	 1222
tests/integrationtest/t/cte.test	105	105	error	 1235
tests/integrationtest/t/cte.test	113	113	error	 1353
tests/integrationtest/t/cte.test	170	170	error	 1690
tests/integrationtest/t/cte.test	186	186	echo	 // Expect a Sort operator on CTE.
tests/integrationtest/t/cte.test	190	190	echo	 // Sort should not exist, because tpk.c1 is pk. Not the best plan for now(#25674).
tests/integrationtest/t/cte.test	194	194	echo	 // Sort should not exist, because we have order by in CTE definition. Not the best plan for now(#25674).
tests/integrationtest/t/cte.test	198	198	echo	 // Expect a Sort operator on CTE. Because it's recursive.
tests/integrationtest/t/cte.test	202	202	echo	 // Expect a Sort operator on CTE. Because it's recursive.
tests/integrationtest/t/cte.test	206	206	echo	 // Got order by in CTE definition
tests/integrationtest/t/cte.test	207	207	echo	 // Expect Sort operator in CTE definition.
tests/integrationtest/t/cte.test	211	211	echo	 // Sort should not exist, because tpk is ordered. Not the best plan for now(#25674).
tests/integrationtest/t/cte.test	215	215	echo	 // HashJoin. No need to sort
tests/integrationtest/t/cte.test	223	223	echo	 // Test CTE as inner side of Apply
tests/integrationtest/t/cte.test	234	234	echo	 // Test semi apply.
tests/integrationtest/t/cte.test	240	240	echo	 // Same as above, but test recursive cte.
tests/integrationtest/t/cte.test	247	247	echo	 // Test correlated col is in recursive part.
tests/integrationtest/t/db_integration.test	5	5	error	 1674
tests/integrationtest/t/db_integration.test	8	8	error	 1674
tests/integrationtest/t/ddl/affinity.test	67	67	error	 8266
tests/integrationtest/t/ddl/affinity.test	70	70	error	 8266
tests/integrationtest/t/ddl/affinity.test	73	73	error	 8266
tests/integrationtest/t/ddl/affinity.test	76	76	error	 8266
tests/integrationtest/t/ddl/affinity.test	82	82	error	 8266
tests/integrationtest/t/ddl/affinity.test	87	87	error	 8200
tests/integrationtest/t/ddl/affinity.test	91	91	error	 8266
tests/integrationtest/t/ddl/affinity.test	95	95	error	 8266
tests/integrationtest/t/ddl/affinity.test	100	100	error	 1347
tests/integrationtest/t/ddl/affinity.test	109	109	error	 8200
tests/integrationtest/t/ddl/affinity.test	111	111	error	 8200
tests/integrationtest/t/ddl/affinity.test	113	113	error	 8200
tests/integrationtest/t/ddl/affinity.test	115	115	error	 8200
tests/integrationtest/t/ddl/affinity.test	117	117	error	 8200
tests/integrationtest/t/ddl/affinity.test	121	121	error	 8200
tests/integrationtest/t/ddl/affinity.test	133	133	error	 8200
tests/integrationtest/t/ddl/affinity.test	137	137	error	 8200
tests/integrationtest/t/ddl/affinity.test	148	148	error	 8200
tests/integrationtest/t/ddl/bdr_mode.test	13	13	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	22	22	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	24	24	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	29	29	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	35	35	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	37	37	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	40	40	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	42	42	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	45	45	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	62	62	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	64	64	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	66	66	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	69	69	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	71	71	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	73	73	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	77	77	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	79	79	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	84	84	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	86	86	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	88	88	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	94	94	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	101	101	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	111	111	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	116	116	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	118	118	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	126	126	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	131	131	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	145	145	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	151	151	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	153	153	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	157	157	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	163	163	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	168	168	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	170	170	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	179	179	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	181	181	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	201	201	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	203	203	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	205	205	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	210	210	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	215	215	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	217	217	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	219	219	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	226	226	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	228	228	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	233	233	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	239	239	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	241	241	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	244	244	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	246	246	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	248	248	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	250	250	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	252	252	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	260	260	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	271	271	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	276	276	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	278	278	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	280	280	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	283	283	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	285	285	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	287	287	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	291	291	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	293	293	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	300	300	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	302	302	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	304	304	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	310	310	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	317	317	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	329	329	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	334	334	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	336	336	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	344	344	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	349	349	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	357	357	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	359	359	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	361	361	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	364	364	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	369	369	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	374	374	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	376	376	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	382	382	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	388	388	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	393	393	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	395	395	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	401	401	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	406	406	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	412	412	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	414	414	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	416	416	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	550	550	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	553	553	error	 8263
tests/integrationtest/t/ddl/bdr_mode.test	564	564	error	 8263
tests/integrationtest/t/ddl/column.test	25	25	error	 1067
tests/integrationtest/t/ddl/column.test	27	27	error	 1067
tests/integrationtest/t/ddl/column.test	29	29	error	 1067
tests/integrationtest/t/ddl/column.test	31	31	error	 1067
tests/integrationtest/t/ddl/column.test	34	34	error	 1067
tests/integrationtest/t/ddl/column.test	36	36	error	 1067
tests/integrationtest/t/ddl/column.test	38	38	error	 1067
tests/integrationtest/t/ddl/column.test	40	40	error	 1067
tests/integrationtest/t/ddl/column.test	51	51	error	 1067
tests/integrationtest/t/ddl/column.test	53	53	error	 1439
tests/integrationtest/t/ddl/column.test	68	68	error	 1105
tests/integrationtest/t/ddl/column.test	77	77	error	 1105
tests/integrationtest/t/ddl/column.test	80	80	error	 1105
tests/integrationtest/t/ddl/column_change.test	4	4	error	 3855
tests/integrationtest/t/ddl/column_change.test	10	10	error	 3108
tests/integrationtest/t/ddl/column_change.test	17	17	error	 3106
tests/integrationtest/t/ddl/column_modify.test	18	18	error	 1582
tests/integrationtest/t/ddl/column_modify.test	20	20	error	 1582
tests/integrationtest/t/ddl/column_modify.test	22	22	error	 3108
tests/integrationtest/t/ddl/column_modify.test	24	24	error	 3108
tests/integrationtest/t/ddl/column_modify.test	26	26	error	 3106
tests/integrationtest/t/ddl/column_modify.test	28	28	error	 3106
tests/integrationtest/t/ddl/column_modify.test	29	29	error	 3106
tests/integrationtest/t/ddl/column_modify.test	31	31	error	 3107
tests/integrationtest/t/ddl/column_modify.test	33	33	error	 3108
tests/integrationtest/t/ddl/column_modify.test	35	35	error	 1054
tests/integrationtest/t/ddl/column_modify.test	37	37	error	 3107
tests/integrationtest/t/ddl/column_modify.test	39	39	error	 3106
tests/integrationtest/t/ddl/column_modify.test	41	41	error	 3106
tests/integrationtest/t/ddl/column_modify.test	43	43	error	 3106
tests/integrationtest/t/ddl/column_modify.test	45	45	error	 3106
tests/integrationtest/t/ddl/column_modify.test	47	47	error	 3106
tests/integrationtest/t/ddl/column_modify.test	49	49	error	 1582
tests/integrationtest/t/ddl/column_modify.test	51	51	error	 1582
tests/integrationtest/t/ddl/column_modify.test	53	53	error	 1582
tests/integrationtest/t/ddl/column_modify.test	55	55	error	 1582
tests/integrationtest/t/ddl/column_modify.test	57	57	error	 3106
tests/integrationtest/t/ddl/column_modify.test	95	95	error	 3106
tests/integrationtest/t/ddl/column_modify.test	105	105	error	 3106
tests/integrationtest/t/ddl/column_modify.test	115	115	error	 3106
tests/integrationtest/t/ddl/column_modify.test	130	130	error	 3106
tests/integrationtest/t/ddl/column_modify.test	132	132	error	 3106
tests/integrationtest/t/ddl/column_modify.test	139	139	error	 3106
tests/integrationtest/t/ddl/column_modify.test	151	151	error	 1101
tests/integrationtest/t/ddl/column_modify.test	153	153	error	 1101
tests/integrationtest/t/ddl/column_modify.test	156	156	error	 1101
tests/integrationtest/t/ddl/column_modify.test	158	158	error	 1101
tests/integrationtest/t/ddl/column_modify.test	161	161	error	 1101
tests/integrationtest/t/ddl/column_modify.test	163	163	error	 1101
tests/integrationtest/t/ddl/column_modify.test	177	177	error	 8200
tests/integrationtest/t/ddl/column_modify.test	179	179	error	 8200
tests/integrationtest/t/ddl/column_modify.test	181	181	error	 8200
tests/integrationtest/t/ddl/column_modify.test	208	208	error	 1054
tests/integrationtest/t/ddl/column_modify.test	210	210	error	 1060
tests/integrationtest/t/ddl/column_modify.test	218	218	error	 3108
tests/integrationtest/t/ddl/column_modify.test	224	224	error	 1356
tests/integrationtest/t/ddl/column_modify.test	231	231	error	 1054
tests/integrationtest/t/ddl/column_modify.test	242	242	error	 1265
tests/integrationtest/t/ddl/column_modify.test	244	244	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	6	6	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	8	8	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	10	10	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	41	41	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	43	43	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	45	45	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	47	47	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	119	119	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	121	121	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	225	225	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	227	227	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	229	229	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	231	231	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	233	233	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	235	235	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	255	255	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	303	303	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	305	305	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	307	307	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	329	329	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	331	331	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	357	357	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	359	359	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	385	385	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	387	387	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	451	451	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	453	453	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	455	455	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	457	457	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	459	459	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	461	461	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	477	477	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	496	496	error	 3140
tests/integrationtest/t/ddl/column_type_change.test	498	498	error	 3140
tests/integrationtest/t/ddl/column_type_change.test	500	500	error	 3140
tests/integrationtest/t/ddl/column_type_change.test	503	503	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	520	520	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	522	522	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	524	524	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	526	526	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	529	529	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	550	550	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	586	586	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	591	591	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	593	593	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	649	649	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	652	652	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	654	654	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	656	656	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	658	658	error	 1265
tests/integrationtest/t/ddl/column_type_change.test	734	734	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	736	736	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	738	738	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	740	740	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	742	742	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	744	744	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	746	746	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	761	761	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	763	763	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	765	765	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	767	767	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	769	769	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	771	771	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	773	773	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	788	788	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	790	790	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	792	792	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	794	794	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	796	796	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	798	798	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	800	800	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	817	817	error	 1292
tests/integrationtest/t/ddl/column_type_change.test	822	822	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	837	837	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	839	839	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	841	841	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	843	843	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	845	845	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	847	847	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	849	849	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	864	864	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	866	866	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	868	868	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	870	870	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	872	872	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	874	874	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	876	876	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	891	891	error	 1264
tests/integrationtest/t/ddl/column_type_change.test	893	893	error	 1264
tests/integrationtest/t/ddl/column_type_change.test	898	898	error	 1264
tests/integrationtest/t/ddl/column_type_change.test	935	935	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	937	937	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	939	939	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	941	941	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	943	943	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	958	958	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	960	960	error	 1690
tests/integrationtest/t/ddl/column_type_change.test	990	990	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	992	992	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	994	994	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	996	996	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	998	998	error	 8200
tests/integrationtest/t/ddl/column_type_change.test	1139	1139	error	 8200
