# Generated by cargo run -j 12 -p difftest --bin go_source_ledger -- --write.
# source_path	lines	target_crate	generated	porting_status	owner	evidence_artifact	note
br/pkg/kms/kms.go	13	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/logutil/context.go	51	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/logutil/logging.go	433	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/logutil/rate.go	49	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/metautil/debug.go	134	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/metautil/load.go	89	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/metautil/metafile.go	1155	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/metautil/statsfile.go	251	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/mock/backend.go	333	deferred-external	true	UNTRIAGED	-	-	-
br/pkg/mock/common.go	58	deferred-external	true	UNTRIAGED	-	-	-
br/pkg/mock/encode.go	228	deferred-external	true	UNTRIAGED	-	-	-
br/pkg/mock/importer.go	377	deferred-external	true	UNTRIAGED	-	-	-
br/pkg/mock/mock_cluster.go	190	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/mock/mockid/mockid.go	37	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/mock/mocklocal/local.go	166	deferred-external	true	UNTRIAGED	-	-	-
br/pkg/mock/task_register.go	87	deferred-external	true	UNTRIAGED	-	-	-
br/pkg/operation/context.go	176	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/pdutil/pd.go	882	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/pdutil/utils.go	83	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/registry/heartbeat.go	115	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/registry/registration.go	1107	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/data/data.go	505	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/data/key.go	68	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/data/recover.go	161	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/import_mode_switcher.go	257	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/ingestrec/foreign_key.go	131	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/ingestrec/ingest_recorder.go	249	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/internal/import_client/import_client.go	357	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/internal/prealloc_db/db.go	387	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/internal/prealloc_table_id/alloc.go	271	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/internal/rawkv/rawkv_client.go	134	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/batch_meta_processor.go	186	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/client.go	2592	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/compacted_file_strategy.go	170	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/id_map.go	271	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/import.go	328	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/import_retry.go	326	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/log_file_manager.go	635	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/log_file_map.go	174	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/log_split_strategy.go	137	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/migration.go	452	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/log_client/ssts.go	140	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/misc.go	558	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/restorer.go	458	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/client.go	1643	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/import.go	1282	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/pipeline_items.go	695	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/pitr_collector.go	550	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/placement_rule_manager.go	257	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/systable_restore.go	792	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/systable_schema_update.go	101	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/snap_client/tikv_sender.go	489	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/split/client.go	1173	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/split/mock_pd_client.go	711	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/split/region.go	38	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/split/split.go	582	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/split/splitter.go	406	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/split/sum_sorted.go	213	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/tiflashrec/tiflash_recorder.go	186	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/utils/common.go	28	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/utils/merge.go	126	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/utils/misc.go	83	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/restore/utils/rewrite_rule.go	531	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/rtree/logging.go	21	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/rtree/rtree.go	547	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/backupmetas/parser.go	223	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/config/config.go	87	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/internal/checkpoint/calculator.go	331	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/internal/checkpoint/doc.go	79	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/internal/checkpoint/progress.go	286	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/internal/checkpoint/storage.go	204	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/service/http.go	55	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/service/metrics.go	191	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/service/service.go	282	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/crr/service/status.go	235	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/decode_kv.go	138	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/logging_helper.go	51	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/meta_kv.go	291	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/rewrite_meta_rawkv.go	712	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/search.go	322	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/stream_metas.go	1757	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/stream_mgr.go	466	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/stream_status.go	488	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/table_history.go	119	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/stream/table_mapping.go	900	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/advancer.go	1077	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/advancer_cliext.go	419	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/advancer_daemon.go	63	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/advancer_env.go	319	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/client.go	615	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/collector.go	321	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/config/command_conf.go	154	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/config/tidb_conf.go	36	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/config/types.go	38	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/daemon/interface.go	19	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/daemon/owner_daemon.go	112	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/flush_subscriber.go	450	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/models.go	192	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/prefix_scanner.go	102	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/regioniter.go	183	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/spans/sorted.go	186	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/spans/utils.go	150	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/streamhelper/spans/value_sorted.go	73	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/summary/collector.go	274	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/summary/summary.go	74	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/backup.go	856	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/backup_ebs.go	434	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/backup_raw.go	260	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/backup_txn.go	244	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/common.go	1074	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/encryption.go	171	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/base64ify.go	43	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/checksum_table.go	539	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/config.go	352	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/crr_checkpoint.go	278	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/force_flush.go	78	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/list_migration.go	53	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/migrate_to.go	146	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/prepare_snap.go	275	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/operator/test_storage.go	930	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/restore.go	2951	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/restore_data.go	238	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/restore_ebs_meta.go	281	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/restore_raw.go	198	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/restore_txn.go	120	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/show/cmd.go	174	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/task/stream.go	2660	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/trace/tracing.go	105	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/backoff.go	471	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/common.go	82	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/consts/consts.go	21	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/db.go	157	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/dyn_pprof_other.go	12	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/dyn_pprof_unix.go	34	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/encryption.go	44	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/error_handling.go	218	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/filter.go	163	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/iter/combinator_types.go	235	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/iter/combinators.go	112	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/iter/iter.go	153	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/iter/source.go	35	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/iter/source_types.go	58	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/json.go	371	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/key.go	245	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/memory_monitor.go	87	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/misc.go	273	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/pointer.go	13	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/pprof.go	86	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/progress.go	197	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/register.go	362	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/retry.go	257	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/schema.go	88	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/store_manager.go	278	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/storewatch/watching.go	136	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/wait.go	49	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utils/worker.go	87	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/builder.go	166	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/crr_sim.go	272	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/flush_sim.go	294	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/harness.go	214	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/pd_sim.go	228	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/pd_sim_service.go	179	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/crr/types.go	125	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/fakecluster/core.go	924	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/suite.go	47	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/utiltest/syncpoint/syncpoint.go	232	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/version/build/info.go	80	deferred-external	false	UNTRIAGED	-	-	-
br/pkg/version/version.go	484	deferred-external	false	UNTRIAGED	-	-	-
br/tests/br_key_locked/codec.go	122	deferred-external	false	UNTRIAGED	-	-	-
br/tests/br_key_locked/locker.go	354	deferred-external	false	UNTRIAGED	-	-	-
br/tests/br_rawkv/client.go	384	deferred-external	false	UNTRIAGED	-	-	-
br/tests/br_txn/client.go	280	deferred-external	false	UNTRIAGED	-	-	-
br/tests/br_z_gc_safepoint/gc.go	81	deferred-external	false	UNTRIAGED	-	-	-
br/tests/utils.go	234	deferred-external	false	UNTRIAGED	-	-	-
build/config.go	42	tooling	false	UNTRIAGED	-	-	-
build/debug-linter/main.go	26	tooling	false	UNTRIAGED	-	-	-
build/linter/allrevive/analyzer.go	203	tooling	false	UNTRIAGED	-	-	-
build/linter/assertionapi/analyzer.go	131	tooling	false	UNTRIAGED	-	-	-
build/linter/bodyclose/analysis.go	27	tooling	false	UNTRIAGED	-	-	-
build/linter/bootstrap/analyzer.go	291	tooling	false	UNTRIAGED	-	-	-
build/linter/constructor/analyzer.go	212	tooling	false	UNTRIAGED	-	-	-
build/linter/constructor/testdata/src/github.com/pingcap/tidb/pkg/util/linter/constructor/constructorflag.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/constructor/testdata/src/t/construct.go	86	tooling	false	UNTRIAGED	-	-	-
build/linter/copyloopvar/analyzer.go	27	tooling	false	UNTRIAGED	-	-	-
build/linter/deferrecover/analyzer.go	84	tooling	false	UNTRIAGED	-	-	-
build/linter/durationcheck/analyzer.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/errcheck/analyzer.go	39	tooling	false	UNTRIAGED	-	-	-
build/linter/etcdconfig/analyzer.go	94	tooling	false	UNTRIAGED	-	-	-
build/linter/exptostd/analyzer.go	27	tooling	false	UNTRIAGED	-	-	-
build/linter/filepermission/checker.go	53	tooling	false	UNTRIAGED	-	-	-
build/linter/forbidigo/analyzer.go	110	tooling	false	UNTRIAGED	-	-	-
build/linter/forcetypeassert/analysis.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/gci/analysis.go	72	tooling	false	UNTRIAGED	-	-	-
build/linter/gofmt/analyzer.go	73	tooling	false	UNTRIAGED	-	-	-
build/linter/gosec/analysis.go	109	tooling	false	UNTRIAGED	-	-	-
build/linter/ineffassign/analyzer.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/intrange/analyzer.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/linter.go	20	tooling	false	UNTRIAGED	-	-	-
build/linter/lll/analyzer.go	166	tooling	false	UNTRIAGED	-	-	-
build/linter/makezero/analyzer.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/mirror/analyzer.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/misspell/analyzer.go	91	tooling	false	UNTRIAGED	-	-	-
build/linter/prealloc/analyzer.go	61	tooling	false	UNTRIAGED	-	-	-
build/linter/predeclared/analysis.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/printexpression/analyzer.go	150	tooling	false	UNTRIAGED	-	-	-
build/linter/printexpression/testdata/src/github.com/pingcap/tidb/pkg/expression/expression.go	53	tooling	false	UNTRIAGED	-	-	-
build/linter/printexpression/testdata/src/t/test_file.go	52	tooling	false	UNTRIAGED	-	-	-
build/linter/revive/analyzer.go	171	tooling	false	UNTRIAGED	-	-	-
build/linter/rowserrcheck/analyzer.go	28	tooling	false	UNTRIAGED	-	-	-
build/linter/staticcheck/analyzer.go	34	tooling	false	UNTRIAGED	-	-	-
build/linter/staticcheck/util.go	55	tooling	false	UNTRIAGED	-	-	-
build/linter/toomanytests/analyze.go	77	tooling	false	UNTRIAGED	-	-	-
build/linter/unconvert/analysis.go	173	tooling	false	UNTRIAGED	-	-	-
build/linter/util/exclude.go	62	tooling	false	UNTRIAGED	-	-	-
build/linter/util/util.go	261	tooling	false	UNTRIAGED	-	-	-
cmd/benchdb/main.go	312	tooling	false	UNTRIAGED	-	-	-
cmd/benchkv/main.go	144	tooling	false	UNTRIAGED	-	-	-
cmd/benchraw/main.go	90	tooling	false	UNTRIAGED	-	-	-
cmd/importer/config.go	151	tooling	false	UNTRIAGED	-	-	-
cmd/importer/data.go	153	tooling	false	UNTRIAGED	-	-	-
cmd/importer/db.go	360	tooling	false	UNTRIAGED	-	-	-
cmd/importer/job.go	111	tooling	false	UNTRIAGED	-	-	-
cmd/importer/main.go	89	tooling	false	UNTRIAGED	-	-	-
cmd/importer/parser.go	313	tooling	false	UNTRIAGED	-	-	-
cmd/importer/rand.go	177	tooling	false	UNTRIAGED	-	-	-
cmd/importer/stats.go	151	tooling	false	UNTRIAGED	-	-	-
cmd/mirror/mirror.go	334	tooling	false	UNTRIAGED	-	-	-
cmd/pluginpkg/pluginpkg.go	188	tooling	false	UNTRIAGED	-	-	-
cmd/tidb-server/fips.go	19	tidb-server	false	UNTRIAGED	-	-	-
cmd/tidb-server/main.go	1495	tidb-server	false	PARTIAL	server-fallible-process-shutdown-runtime	rust/crates/tidb-server/src/bin/tidb-server.rs	Campaign 22 propagates node or authority shutdown failure to a nonzero executable result and emits success only after every stage succeeds; complete Go startup modes, signals, tracing, diagnostics, and service integration remain open.
dumpling/cli/versions.go	60	deferred-external	false	UNTRIAGED	-	-	-
dumpling/cmd/dumpling/main.go	83	deferred-external	false	UNTRIAGED	-	-	-
dumpling/context/context.go	64	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/block_allow_list.go	58	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/config.go	1044	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/conn.go	108	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/consistency.go	188	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/dump.go	2041	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/http_handler.go	69	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/ir.go	113	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/ir_impl.go	423	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/metadata.go	243	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/metrics.go	202	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/prepare.go	241	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/retry.go	147	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/sql.go	1663	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/sql_type.go	348	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/status.go	144	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/task.go	147	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/util.go	110	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/writer.go	356	deferred-external	false	UNTRIAGED	-	-	-
dumpling/export/writer_util.go	773	deferred-external	false	UNTRIAGED	-	-	-
dumpling/log/log.go	70	deferred-external	false	UNTRIAGED	-	-	-
dumpling/tests/s3/import.go	103	deferred-external	false	UNTRIAGED	-	-	-
lightning/cmd/tidb-lightning-ctl/fips.go	19	deferred-external	false	UNTRIAGED	-	-	-
lightning/cmd/tidb-lightning-ctl/main.go	206	deferred-external	false	UNTRIAGED	-	-	-
lightning/cmd/tidb-lightning/fips.go	19	deferred-external	false	UNTRIAGED	-	-	-
lightning/cmd/tidb-lightning/main.go	135	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/checkpoints/checkpoints.go	2088	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/checkpoints/checkpointspb/file_checkpoints.pb.go	2594	deferred-external	true	UNTRIAGED	-	-	-
lightning/pkg/errormanager/errormanager.go	1139	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/check_info.go	168	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/check_template.go	130	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/checksum_helper.go	83	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/chunk_process.go	783	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/dup_detect.go	378	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/get_pre_info.go	855	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/import.go	2134	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/meta_manager.go	1223	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/mock/mock.go	337	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/opts/get_pre_info_opts.go	56	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/opts/precheck_opts.go	49	deferred-external	false	UNTRIAGED	-	-	-
lightning/pkg/importer/precheck.go	175	deferred-external	false	UNTRIAGED	-	-	-
