# universe	source_path	line_count	file_sha256	status	owner	artifact	note
client-go	internal/locate/replica_selector.go	690	db1463da99097dea3ac64c9b1b7dfcff03748e3a72e5d562beb978f270fdb581	PARTIAL	txnkv-replica-health-scoring-runtime	rust/crates/tidb-txnkv/src/region/health_policy.rs	The synchronous selector consumes immutable label, leader, attempt, slow-health, and decaying-load facts through the exact five-bit score and busy-threshold policy. Async selection, TiFlash, and flashback remain external.
client-go	internal/locate/slow_score.go	192	c6ad9dc0e28cbca2f2d8fe1b9dce2f200eaefef4fda863c953aa0f058cf493ad	PARTIAL	txnkv-replica-health-scoring-runtime	rust/crates/tidb-txnkv/src/region/slow_score.rs	Client-side slow score updates, recovery, and avoidance are directly transited with deterministic time injection. Background feedback transport and production scheduling remain external.
client-go	internal/locate/sorted_btree.go	151	1f02b13b1da270d37410b07e3ac200b63ae3934a83952c611ebd3620d387dab4	PARTIAL	txnkv-region-topology-runtime	rust/crates/tidb-txnkv/src/region/cache.rs	The sole sorted region authority preserves half-open lookup and stale-overlap protection while producing immutable route snapshots. B-tree concurrency, TTL traversal, batch ascent, and benchmarks remain external.
client-go	internal/locate/store_cache.go	1222	9161d61825fb2dd7a0cf754347664a7379f72139abe0c1a63bdd1bad59c24dfe	PARTIAL	txnkv-replica-health-scoring-runtime	rust/crates/tidb-txnkv/src/region/store_health.rs	Canonical StoreState retains labels, client/TiKV slow health, and decaying ServerIsBusy load across metadata refresh. Background health fetch loops, TLS probes, and production concurrency remain external.
client-go	internal/logutil/hex.go	99	a17526d2676cac2bff0aefc8b8b7ac332f8ac4e2108cd2910cd6aea0caabf069	UNTRIAGED	-	-	-
client-go	internal/logutil/log.go	71	a017b9e70d4d198f0d0964f16f66540c0a3709f9a36e94826fcd1811967ec5ce	UNTRIAGED	-	-	-
client-go	internal/logutil/tracing.go	67	1bcb70ce7b699dec4de4e87e7f9e9a2f34ec3b04ee910ad779a061aa44eea03e	UNTRIAGED	-	-	-
client-go	internal/mockstore/cluster/cluster.go	65	896c02836077044750e44b27874d72ea63a844a224e8c86f968fdb23e823162d	UNTRIAGED	-	-	-
client-go	internal/mockstore/deadlock/deadlock.go	151	0bf80f7274dc34ad8d22afb87cb52619eb23164fe001ac9659e0cb00547bd241	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/cluster.go	798	0fb39697558ea95fc373f13de8246c74d9e60b47ff7d5decc267249bc94c01a8	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/cluster_manipulate.go	108	38a77a17e92794185b0686fff9e0d9318870a10695a7ae39138958d030a9c4f3	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/errors.go	158	574ae08799964062bcb4225b8a272986bc4bea4daeccac0247827ece3a1b481b	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/mock.go	50	ac5611ddf0e01922d17a08d921cfd84efad336c2a550b131d970c487dbe63d66	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/mvcc.go	344	89fd915abff7f2228b7f97c208ec3c34de9978513c8f3213431a6b0e18b7924a	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/mvcc_leveldb.go	2133	df5078a352256bb60b5dcf54e00a9efecc1df764a29579d783d83106abea7e5a	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/pd.go	710	2a90521f8e5c2471795313de64ffbe8201dad89da4826e820569b567304c1b8e	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/rpc.go	1143	6cb30eceedc7f964480f6eb8d1a54669efdd6bcac27b916bb78e031bf3a6f331	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/session.go	207	8a683becbca9f344006918c6625b2dc29a95657aeee6a385a0169531ced9ace6	UNTRIAGED	-	-	-
client-go	internal/mockstore/mocktikv/utils.go	74	7941504552b9c2b6915c4753f30c3ca25d1a3e7667a7cf47a03dd0f8969c1ea3	UNTRIAGED	-	-	-
client-go	internal/resourcecontrol/resource_control.go	298	8e3f4e1f8979d0d9b5fff5b41880642c67a86f3b68d05ba49a654493cf33a67b	UNTRIAGED	-	-	-
client-go	internal/unionstore/arena/arena.go	429	767d066be0a17e7e238777b5e6d275b0758f7df599d9cb7c622881854d91a758	UNTRIAGED	-	-	-
client-go	internal/unionstore/art/art.go	682	3004135e1c764b31aefdf14456ecab3cb44d7b775acd807ccd53f36943480e5b	UNTRIAGED	-	-	-
client-go	internal/unionstore/art/art_arena.go	211	f2f202f0173c4b912d2dccbfa1b8f9b0f30609eff3c27936ca29127747deaca1	UNTRIAGED	-	-	-
client-go	internal/unionstore/art/art_iterator.go	581	173400d971c4c983ae50eb85adedc64513ad1f44368a5a7d3c86f2465acbebc6	UNTRIAGED	-	-	-
client-go	internal/unionstore/art/art_node.go	722	1d9627305528360b3cc9a01adb92f74e182c8eb846896145b90f530366e3cdea	UNTRIAGED	-	-	-
client-go	internal/unionstore/art/art_snapshot.go	127	efbf90f02ddf1170041f9554bbb4493e0a7ab3f1a57f22d04793ba5bd9c39dc3	UNTRIAGED	-	-	-
client-go	internal/unionstore/membuffer_snapshot.go	222	95c98eb15fdd645366ae0d28f6376a47979ff154918937008dcfc420e3033102	UNTRIAGED	-	-	-
client-go	internal/unionstore/memdb.go	55	e04e69fb1557387ab1159e836da5304e039f004efb5e11cf7a6751d67d27cf19	UNTRIAGED	-	-	-
client-go	internal/unionstore/memdb_art.go	205	5261236251f69f39bc7baddc1223c507e39087b66969d294ffd7f1bcb7fbe7c8	UNTRIAGED	-	-	-
client-go	internal/unionstore/memdb_rbt.go	242	020f17545162050b50f4f1875d17b6c49f1e71791e198de92cd035610c66ea3e	UNTRIAGED	-	-	-
client-go	internal/unionstore/mock.go	93	844c977c4565060488d807c3ed1635b3c5a3fe6b493e6759c0a0c4701e5354c3	UNTRIAGED	-	-	-
client-go	internal/unionstore/pipelined_memdb.go	569	40d904f96787afd52637b8db958496ed5ac0ba189ff436f828073e7a6740a11d	UNTRIAGED	-	-	-
client-go	internal/unionstore/rbt/rbt.go	968	6eb048260e540347926c01a99c53e21b7d013d6d4f03f40699148c3bf35cfdbe	UNTRIAGED	-	-	-
client-go	internal/unionstore/rbt/rbt_arena.go	101	2886b19757ea14a61d6c7e761d699a717c939ce74a1fa5039d43d7621deecc10	UNTRIAGED	-	-	-
client-go	internal/unionstore/rbt/rbt_iterator.go	259	4097f6f64c765d997a56c2aebff0db8ccde1f3322800fc1690baceebfdfe2268	UNTRIAGED	-	-	-
client-go	internal/unionstore/rbt/rbt_snapshot.go	163	b4adcccd48c9cfe78b7ce13c5c17f4c35bea18cde09f8a94cc67c6a440924f79	UNTRIAGED	-	-	-
client-go	internal/unionstore/union_iter.go	209	0273d20eac1ad3c685228e9ddc4a6e9f7e463019e8d088976594689660e3ede3	UNTRIAGED	-	-	-
client-go	internal/unionstore/union_store.go	332	bfb19c10cd8e78bfa69c884383c016d6c89ef2ba1f5ae05e10c24ea9b6387d19	UNTRIAGED	-	-	-
client-go	kv/key.go	88	5ed4903820ccc6513f12accb2fdb26b6adc86d89042df544b4dfd252801dccb3	UNTRIAGED	-	-	-
client-go	kv/keyflags.go	279	b30373f6017997d69aaedbc88db6a5a751792e93ffc7bc033e8a01dc6db7a7c3	UNTRIAGED	-	-	-
client-go	kv/kv.go	264	7658ade337979e30b09c91ca5069a779a9266cc8bf9be25e5b9f0355c2a8a68e	UNTRIAGED	-	-	-
client-go	kv/store_vars.go	102	b274aeb1c3b92dd9b4773e28fe395db41f7782147493159c5d3dd1fc3c475e54	PARTIAL	txnkv-route-policy-seams	rust/crates/tidb-txnkv/src/region/route.rs	The request-owned policy inputs cross one immutable route seam with logical target and optional physical proxy. Global client configuration, async selection, and unrelated KV knobs remain external.
client-go	kv/variables.go	72	749f6ace596af04af690e26a7c2767d73e155278783e8e42c274fce482ecc962	UNTRIAGED	-	-	-
client-go	metrics/metrics.go	1268	1188bdaa174c922f5809d8e157ca7997249c5aea6a28b1371ff66fd7c0b92979	UNTRIAGED	-	-	-
client-go	metrics/shortcuts.go	380	82a6ce1bd9caf2056b05fe6cb442253e267fcf0250ede9d7d913a275489681eb	UNTRIAGED	-	-	-
client-go	oracle/oracle.go	157	f1a58d22b4e1a0f66d40d3048f34f92983bf8c3d74b00f62eb2672a2777aeb4d	UNTRIAGED	-	-	-
client-go	oracle/oracles/local.go	155	47933f2d5d19f26ded2f5a0341b2665c691505c850964b7e371c85927b45694b	UNTRIAGED	-	-	-
client-go	oracle/oracles/local_external_timestamp.go	54	84d499237ea4b17667d2777e5182359f1f72b542988cb42e59aef0b4da797588	UNTRIAGED	-	-	-
client-go	oracle/oracles/mock.go	173	229e4440b80e19e60ffc905f2054237d67624e0e613b85dd03b3999378515bbb	UNTRIAGED	-	-	-
client-go	oracle/oracles/pd.go	786	54ae8a8b497e7c128ab507a9c3741ef29c6ac9e0deb1df3bb8fbf8d113ffb52c	UNTRIAGED	-	-	-
client-go	rawkv/rawkv.go	1008	39eda3088288623c8f1498996989828002f86c4a088a5e703ce10a4fb569d855	UNTRIAGED	-	-	-
client-go	rawkv/test_prob.go	54	30bd2e1a4c0be9a390d6a0f546b7033c32a91c28c6646848ece819e7f239512f	UNTRIAGED	-	-	-
client-go	testutils/mockstore.go	61	3058f8c39ddf01c66c1e5dd14cbb781a8a25a4f5994a61f353020db2c353fbd4	UNTRIAGED	-	-	-
client-go	tikv/backoff.go	101	a57c4aaed57dca7754b27d9c39690f49aa839ef2325ea08debc12a9a4b3ffd76	UNTRIAGED	-	-	-
client-go	tikv/client.go	73	1ac9b0825826a282d51505d96ea3802836c92cf714bd8a32db092e1f15dbd8ca	UNTRIAGED	-	-	-
client-go	tikv/compatible_txn_safe_point_loader.go	139	777643d84e0e7d261365af0531fa7e0c0da3b05f2d0a0d67953cfadaa3bbe752	UNTRIAGED	-	-	-
client-go	tikv/failpoint_export.go	23	593d9250cdeda7add0c70bdeef6b571a9a745080529a2adde2efa061dfc794bd	UNTRIAGED	-	-	-
client-go	tikv/gc.go	423	adcf619ffb4e9a1451357771cc52c6951f751f07c0172aed93bc59dfd5a53957	UNTRIAGED	-	-	-
client-go	tikv/interface.go	91	809150bc0d90aff12a6e051f073812474aa9bdbc35b3a413b2d4c002422d0e74	UNTRIAGED	-	-	-
client-go	tikv/kv.go	1093	800341f8c68f23332860bc5e705a7ce6d2458378fb4fda5decd863bfec16eb14	UNTRIAGED	-	-	-
client-go	tikv/logutil.go	32	4a20745262ca4d49e24f230503ec2548fcd9790513fded671309f6af521a1aef	UNTRIAGED	-	-	-
client-go	tikv/pool.go	45	7159539108770daffedbf748c02e85cab1ddbbf32d9b4734b6ea2662c0fca9e4	UNTRIAGED	-	-	-
client-go	tikv/region.go	281	67f2fe61e25e1d2c90c8f75c533aff0e92f5f3d53f3a28e29c6abc0b2d17a640	PARTIAL	distsql-unary-active-cancel-runtime	rust/crates/tidb-exec/tests/direct_unary_cancellation_source.rs	Execution close, response close, pre-dispatch checks, in-flight unary dispatch, and post-RPC precedence share one request-owned cancellation carrier. The broader client-go RegionCache interface, async API, batch requests, and production concurrency remain external.
client-go	tikv/safepoint.go	243	b1182a19c3093deaca1aba6d28ab39d046581bcb94676020d36e797960ec6820	UNTRIAGED	-	-	-
client-go	tikv/split_region.go	343	2e48332e7615d8586ec198fee73c93c6d0f95cd48afdbada6a2886a87073d98e	UNTRIAGED	-	-	-
client-go	tikv/test_probe.go	267	32fd5442f72aefba7b114ec424bdb20ffd5dbaad311b1053d090e214f60ce93f	UNTRIAGED	-	-	-
client-go	tikv/test_util.go	153	5534ea4bf808f70a08031cf331e0e308f016a44548227f958f0d9a8f3a9c50c9	UNTRIAGED	-	-	-
client-go	tikv/unionstore_export.go	68	741bf6d99202642b5b57b8a6a2c8f727d631c82f0ef5f05b621faaab17326e08	UNTRIAGED	-	-	-
client-go	tikvrpc/cmds_generated.go	486	7e5a83f61bd2a2e27645723bbc143e289a8754d88568bce6bb6aa3f7d9ee2081	UNTRIAGED	-	-	-
client-go	tikvrpc/endpoint.go	91	d69ae8449ec32328b5deb7ae39d9c261e57072d3c49172bc0714542316b1a1b2	UNTRIAGED	-	-	-
client-go	tikvrpc/interceptor/interceptor.go	271	95644dd740dce11f21aab96e051e451b7c60c7654c05369c0916f8dd78ee202c	UNTRIAGED	-	-	-
client-go	tikvrpc/tikvrpc.go	1564	5c3a95131991f15ea39bd4617d63c6dc3a38955b004282518cfd722406f870a5	PARTIAL	txnkv-read-runtime-seams	rust/crates/tidb-txnkv/src/rpc/unary.rs	One address-directed raw unary core now carries the exact command context for Cop, CheckTxnStatus, and ResolveLock through the sole ChannelPool generation and deadline authority. The remaining client-go command switch, batch, stream, forwarding, compression, metrics, resource control, and keyspace mutation stay external.
client-go	trace/flags.go	48	ee8afa668ed81d40e61e0d183d466e63db0455217c25dbf5f35ff32fcbdccb72	UNTRIAGED	-	-	-
client-go	trace/trace.go	150	e754b02059f63eb711bccf14451f05f9d1593d08ebbc1bc250ef31146909b19c	UNTRIAGED	-	-	-
client-go	txnkv/client.go	130	2d0b053d5e01d69ee60775c50c994b77cf1ef78fdee12aa4fc888a05688d87dd	UNTRIAGED	-	-	-
client-go	txnkv/lock_export.go	34	e5b763c7990457bfd5385a4bec7b70efb61084b9b366fd3c80ac09e2e7a1c0f6	UNTRIAGED	-	-	-
client-go	txnkv/rangetask/delete_range.go	185	8f1e175d9bf1ab18c0f4a373d4535eb9541ea95a17ee0e3c173019184c2bd122	UNTRIAGED	-	-	-
client-go	txnkv/rangetask/range_task.go	358	7b4bf9e45ecfa73e01ca8761464530fbfc3b1f541af6f491cdccdf1446c6d83f	UNTRIAGED	-	-	-
client-go	txnkv/snapshot_export.go	42	1e27d2e7313ee6351a46a87a7427fcc27ca2e3862e0489214b146d7a9ed2b8d7	UNTRIAGED	-	-	-
client-go	txnkv/transaction/2pc.go	2439	87484e0a3d9e11a4fccc532b766582d2f8493ba7f24538ec453fb0137b77e6ec	UNTRIAGED	-	-	-
client-go	txnkv/transaction/batch_getter.go	138	725b5da6c76b464c4f8e3298e48f29ebe4a4683fb8c4ee97c2e339e482b5331d	UNTRIAGED	-	-	-
client-go	txnkv/transaction/binlog.go	52	15a85c13386e9b44ce8c0a98b77a980bc65f05fc2d783e9720919322f6c5d244	UNTRIAGED	-	-	-
client-go	txnkv/transaction/cleanup.go	117	0f57850bec99a537057bcbda9d17f099ea898e87d16040a95c443289e9087886	UNTRIAGED	-	-	-
client-go	txnkv/transaction/commit.go	283	b0c450c67c3ea188dd729414b8776ed5afc35bf08a9f632d91f8b559ea5a7751	UNTRIAGED	-	-	-
client-go	txnkv/transaction/pessimistic.go	708	566b3c5c6d1871422e07ecf94e82c0fff40e530da1251d43bc1b896e8a7f1f67	UNTRIAGED	-	-	-
client-go	txnkv/transaction/pipelined_flush.go	537	1877c4732c9ed55d4ef90d8202e790447b56a1e9a2e823bb0fcc8bc97e2c55c4	UNTRIAGED	-	-	-
client-go	txnkv/transaction/prewrite.go	666	62adff44f3979f87dfbfdb9c97d79c3b1038b6321056c1c120f2c29536aeda8a	UNTRIAGED	-	-	-
client-go	txnkv/transaction/test_probe.go	478	8dc630507042381fc490cf496064fef858246a199a6c8de1ab2660694296cd42	UNTRIAGED	-	-	-
client-go	txnkv/transaction/test_util.go	514	802956a8c3baab1bed55b9f671c42e26ed54548710722f4c7b9dba38fe6e4af5	UNTRIAGED	-	-	-
client-go	txnkv/transaction/txn.go	2121	a43484b91361147e89cf55cbe38da0facbf3816804b94a5327aae300ec86e1d6	UNTRIAGED	-	-	-
client-go	txnkv/transaction_export.go	36	64792455f59a07580e8c66c138d73e49f03591bd2a9d79e85a2276e2a09b8b9d	UNTRIAGED	-	-	-
client-go	txnkv/txnlock/lock.go	28	ec89e4187054db5e65261300612d9492f1adf6ea9e622087973dbb6cad175591	PARTIAL	txnkv-optimistic-lock-read-recovery-runtime	rust/crates/tidb-txnkv/src/lock/model.rs	The bounded model decodes one LockInfo or SharedLock wrapper and admits only optimistic non-async non-file locks. Pessimistic, async-commit, file, write, 2PC, 1PC, and broader lock metadata remain UNTRIAGED.
client-go	txnkv/txnlock/lock_resolver.go	1724	b5205d9d0f77e8cc95543e8e93b25e09fe27a41e10322ca78468caa18c0f766d	PARTIAL	txnkv-optimistic-lock-read-recovery-runtime	rust/crates/tidb-txnkv/src/lock/resolver.rs	The retained synchronous path routes CheckTxnStatus and exact-key ResolveLock through the same RegionCache/client/deadline/cancellation authority and returns committed, rolled-back, or exact remaining TTL. TxnNotFound retry, batch resolve, pessimistic and async locks, writes, background cleanup, and production concurrency remain UNTRIAGED.
client-go	txnkv/txnlock/test_probe.go	129	380a38d0f35589f567edd2a052d702aa7d9b3b498618f919cc8f8e46844c354d	UNTRIAGED	-	-	-
client-go	txnkv/txnsnapshot/client_helper.go	168	1c8fe55bca147827b9f1f0ae9c2f07480029657cfcb2a3350c925b288c4b04e6	PARTIAL	txnkv-optimistic-lock-read-recovery-runtime	rust/crates/tidb-distsql/src/cop_paging/lock_recovery.rs	A locked Cop response records route success, performs bounded optimistic status/resolve handling, and retries only the same unconsumed task without paging, EMA, cache publication, or duplicate response mutation. Batch reads, background resolution, TxnNotFound retry, pessimistic/async locks, and write paths remain UNTRIAGED.
client-go	txnkv/txnsnapshot/scan.go	360	624db2aaeff610817fcea812a2bb9a9f35b0fa383d93dea4702210f783bbb698	UNTRIAGED	-	-	-
client-go	txnkv/txnsnapshot/snapshot.go	1387	b56b3f8ee3dacbb34b4f96ca6e4f7030c0755e4a979c3924c242d961375e9353	UNTRIAGED	-	-	-
client-go	txnkv/txnsnapshot/snapshot_async.go	301	1ed111669fb1bbf1b9f57e2f144170abd8a72d8129dec4cd90162f4d5ff0ed81	UNTRIAGED	-	-	-
client-go	txnkv/txnsnapshot/test_probe.go	74	d130a33d8d18dc3cf4d2b7e85f5578dc67df787ce0a4aa4d48935f379d01fc17	UNTRIAGED	-	-	-
client-go	txnkv/txnutil/priority.go	34	9313ea834ba4f359eb3761f849facaf294897d24f70d201bc23f3d8611757d5d	UNTRIAGED	-	-	-
client-go	txnkv/util_export.go	27	60b5f840abc354d417fbd287887a78c84bda86054b3cf8c126fb0b15d96e6254	UNTRIAGED	-	-	-
client-go	util/async/core.go	83	d50d07afc5d3d758197590fb96e751795c29337cef3030916867d01ba1b857d5	UNTRIAGED	-	-	-
client-go	util/async/runloop.go	158	3603957af99f22ffc44ea58a7459a6a9b30c0b23a5c6d9457e648a269a95b6f1	UNTRIAGED	-	-	-
client-go	util/codec/bytes.go	195	7365bcd0c7761a1a88bf756293ef760a9ad0f75936c4ab808f63d002c8e1e7f1	UNTRIAGED	-	-	-
client-go	util/codec/number.go	305	d3a5106c815517602cd16e570404ac6111dcd561db3c4f38ff239599d9019e74	UNTRIAGED	-	-	-
client-go	util/collectors/channelz.go	561	b29fc3a27f4cdb359f41138726e9d27458c56e6c8f66b92aaed6239140aead6c	UNTRIAGED	-	-	-
client-go	util/dns.go	60	fa440043804ddf52a2fe8b10fc749daa701b373f6fd592430b823f61a6f645bf	UNTRIAGED	-	-	-
client-go	util/execdetails.go	1051	a5c3653c949fb285fe5b3b07339fdab7c0908cc06b474c814dcb2b5b73cf26ba	UNTRIAGED	-	-	-
client-go	util/failpoint.go	63	11341b0951b5798e643da1b590fb0b9d84b67b7608d9c7310a866250cae919f0	UNTRIAGED	-	-	-
client-go	util/intest/in_unittest.go	20	9fe83ce0ed6879cdb716696505b5359b369c79b6df61a837c339e635dc91218e	UNTRIAGED	-	-	-
client-go	util/intest/not_in_unittest.go	20	d032c71b69277a00caa95b8a10fdd1ede865d1276accfa3b39b9a4adc62b20aa	UNTRIAGED	-	-	-
client-go	util/israce/israce.go	20	bafad80c26aa6fdc7daa77fba6dfa8929599fbfcf986d17a9ad9482f10e64dd4	UNTRIAGED	-	-	-
client-go	util/israce/norace.go	20	bd23cb3b9da3f9e79a1fe88d373495eea46fe4dc46588f6409efdfccbea414dc	UNTRIAGED	-	-	-
client-go	util/misc.go	177	2a3659b9c86468e7434734d50060065263731e96bcf482e4ed78a11db8dca880	UNTRIAGED	-	-	-
client-go	util/pd_interceptor.go	150	5c43afc2dcdf4199ee8f56f4826c15a5aaf39adef5c95b2f7ba4ace661f80523	UNTRIAGED	-	-	-
client-go	util/rate_limit.go	73	37f9a143a212e8cd25edd911b33d3ad960f23ab520d2efe49b3bc43bb1ec5abe	UNTRIAGED	-	-	-
client-go	util/redact/redact.go	141	7fb44629fabc211d0de1e7b29314211f47da007acdb9b1674a83e2d671c674ce	UNTRIAGED	-	-	-
client-go	util/request_source.go	190	584a1879d137339adad74a92b35917c844104ed3ebe61142266530347dcd4c7c	UNTRIAGED	-	-	-
client-go	util/ts_set.go	74	a3969d914b4aec481e0f8918ee48d252f9479d44f1cf02c205e1ca6d413ceb86	UNTRIAGED	-	-	-
