# find-best-task-go-lockdown-inventory-v1
# owning-go-source	pkg/planner/core/find_best_task.go
# source-sha256	4f98311980c38ca56f98e21925c45e4a412c1481f61bd33711ca31058eabf25d
# source-bytes	136221
# source-lines	3329
# owning-go-test	pkg/planner/core/find_best_task_test.go
# test-sha256	be9adaa1527557fdb9a7dbac3d270139493b709a6beb15dfac8e4b44401e5612
# test-bytes	6089
# test-lines	171
# production-obligations	1667
# direct-test-support-obligations	61
# explicitly-unclaimed-source	pkg/executor/distsql.go
obligation_id	category	source_path	ast_anchor	node_sha256	owner	status	rust_symbol	evidence
O4d8cf3c53896a6b4	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:2/false	af3bb3152aaa1ca3fd877f7d42245d4be28b264b4844fe24737adfb47ef25ad8	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O97b3d54782784c24	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:2/true	af3bb3152aaa1ca3fd877f7d42245d4be28b264b4844fe24737adfb47ef25ad8	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O367adadc69e8b47a	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:3/false	31bdfc09e63e5adb4b2e3f2bbed34cb2abecb9d4f06aa43dceb9e2c829666106	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Oabe78968196cddc7	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:3/true	31bdfc09e63e5adb4b2e3f2bbed34cb2abecb9d4f06aa43dceb9e2c829666106	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O7ef93f88366e4b9c	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:4/false	243fb07426dc6e17281a51db413f887b6f9c35823f31234376df28d582361fc7	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O2b7096fd9959dd3e	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:4/true	243fb07426dc6e17281a51db413f887b6f9c35823f31234376df28d582361fc7	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O0767a58ed5c9ede1	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:5/false	b2725deb54ef1484fe8c87e04de9a3c29eeb42133ac9bb28a0c9d77dd6bd19de	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Ofd64b51370630156	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:5/true	b2725deb54ef1484fe8c87e04de9a3c29eeb42133ac9bb28a0c9d77dd6bd19de	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Odfe45ca09489ebf6	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:6/false	1eedb43b6cbfce7168f0650d1e13dab6d9a0343270fe47211469585b6d64df4a	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O0e61117e8c2c206b	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalIndexScan/if:6/true	1eedb43b6cbfce7168f0650d1e13dab6d9a0343270fe47211469585b6d64df4a	addPushedDownSelection4PhysicalIndexScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Of81e63700c5f7af1	function	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan	074ab660555c7951a4ee1682bdad445456cad83bfded199b47173f205a7b00ac	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O08aef0bbd0d07719	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:1/false	c636f7e8885cbd9958a783a654d684664291b5f669fc423ef0ac4c493574767d	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Of426f27ae8cbe2d5	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:1/true	c636f7e8885cbd9958a783a654d684664291b5f669fc423ef0ac4c493574767d	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Ob48c82a1fce00ae7	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:2/false	4af301d83ef71bbf2cc4bb1e43896f20919be26e69284386144216908ee63ac7	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Obd873c61c76ef0f4	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:2/true	4af301d83ef71bbf2cc4bb1e43896f20919be26e69284386144216908ee63ac7	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
Of2366ca8755982cb	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:3/false	ca49000a80b46045bc2bcb12acd686c936d6fec1c02d8e07df493338081719d2	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O1dc8f4fbd7d2ae87	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:3/true	ca49000a80b46045bc2bcb12acd686c936d6fec1c02d8e07df493338081719d2	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O3eff67fbe1862075	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:4/false	1eedb43b6cbfce7168f0650d1e13dab6d9a0343270fe47211469585b6d64df4a	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O5b9a856a2286848b	branch	pkg/planner/core/find_best_task.go	addPushedDownSelection4PhysicalTableScan/if:4/true	1eedb43b6cbfce7168f0650d1e13dab6d9a0343270fe47211469585b6d64df4a	addPushedDownSelection4PhysicalTableScan	PORTED	driver::access::negotiate_scan_filter	R_FILTER_SPLIT
O5b6fa8324fa0fc63	function	pkg/planner/core/find_best_task.go	addPushedDownSelectionToMppTask4PhysicalTableScan	180817d9891c687bc224b0c9819553670e8f658352f2c90a8e174c5d3817b7ea	addPushedDownSelectionToMppTask4PhysicalTableScan	UNREACHABLE	-	U_TIFLASH_MPP
Oc54f49a49132a261	branch	pkg/planner/core/find_best_task.go	addPushedDownSelectionToMppTask4PhysicalTableScan/if:1/false	0dc50078f667cf940b79e105354c0367540b8e47615f78a32d1ad8b51b9ba08e	addPushedDownSelectionToMppTask4PhysicalTableScan	UNREACHABLE	-	U_TIFLASH_MPP
O9e91cf227b6e6f39	branch	pkg/planner/core/find_best_task.go	addPushedDownSelectionToMppTask4PhysicalTableScan/if:1/true	0dc50078f667cf940b79e105354c0367540b8e47615f78a32d1ad8b51b9ba08e	addPushedDownSelectionToMppTask4PhysicalTableScan	UNREACHABLE	-	U_TIFLASH_MPP
O5c60b049125d215b	branch	pkg/planner/core/find_best_task.go	addPushedDownSelectionToMppTask4PhysicalTableScan/if:2/false	90be7f3cfaeab2614aa8c7eb606bb9c737bd7ae73db38c389a0b27c953428594	addPushedDownSelectionToMppTask4PhysicalTableScan	UNREACHABLE	-	U_TIFLASH_MPP
O2c7d092ce20f3e57	branch	pkg/planner/core/find_best_task.go	addPushedDownSelectionToMppTask4PhysicalTableScan/if:2/true	90be7f3cfaeab2614aa8c7eb606bb9c737bd7ae73db38c389a0b27c953428594	addPushedDownSelectionToMppTask4PhysicalTableScan	UNREACHABLE	-	U_TIFLASH_MPP
Obd9c287c0fb55da9	function	pkg/planner/core/find_best_task.go	buildPhysPlanPartInfo	09b8820182b580b8a8d3f2f7737f536b010372fa6ca7fff83e3b3b547e6fc7f2	buildPhysPlanPartInfo	UNREACHABLE	-	U_TIFLASH_MPP
Od9dff74d337167be	branch	pkg/planner/core/find_best_task.go	buildPhysPlanPartInfo/if:1/false	109c8ea3a09f7e4cf8cc1cf1ccd0882ac7c003ed372b5858f4af4090f23a11af	buildPhysPlanPartInfo	UNREACHABLE	-	U_TIFLASH_MPP
O6c707915892572d1	branch	pkg/planner/core/find_best_task.go	buildPhysPlanPartInfo/if:1/true	109c8ea3a09f7e4cf8cc1cf1ccd0882ac7c003ed372b5858f4af4090f23a11af	buildPhysPlanPartInfo	UNREACHABLE	-	U_TIFLASH_MPP
O68053b8a8d38bf58	function	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge	c92a0896a4a2387b71ff443e9a19ec416e9fb4fee2f751aebb6a3da746500f00	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
Of8b38f81675a4d48	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:1/false	3536424bc7ee95c120eed2d0384295980290f07d228924aa1fd13cb0e3fccc80	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
Oa8d7a263219eefe5	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:1/true	3536424bc7ee95c120eed2d0384295980290f07d228924aa1fd13cb0e3fccc80	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O3dd8dea59faa6da9	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:2/false	a5077be3f4dd9591169e9180ca35a815cd0769fa4815ce2179288acd1c17d08a	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O5f4ac7e9ed8b768b	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:2/true	a5077be3f4dd9591169e9180ca35a815cd0769fa4815ce2179288acd1c17d08a	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
Oac1f35c0baeff332	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:3/false	87fd0fac8ee3837c1084106ca5da9cd52c7b0a6f9c5c18330d27d02c1b1ba322	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O5ce001b100c71ac5	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:3/true	87fd0fac8ee3837c1084106ca5da9cd52c7b0a6f9c5c18330d27d02c1b1ba322	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O00ddd8e7ad216bce	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:4/false	13e76572c59e200e70d9dbb1ae4249c64c4ec880ee04dfb633cca6aec7141dc4	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O7a1b24f9c469e985	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:4/true	13e76572c59e200e70d9dbb1ae4249c64c4ec880ee04dfb633cca6aec7141dc4	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O79dc182c6ea4dbd2	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:5/false	856c1bbfe649e383517c8f6a55ca4c4ef1290ec4e52f9a84f04c78d9bccf47b1	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O698f5272285a0006	branch	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/if:5/true	856c1bbfe649e383517c8f6a55ca4c4ef1290ec4e52f9a84f04c78d9bccf47b1	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
Od27eb7e8b0113cfc	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:1:||/lhs_short_circuits	a56683e4d39fed167c9e97ea7bfa5aa8442f492e9845e800613fe437394e647f	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O3b85d2a59dc5871e	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:1:||/rhs_evaluated	a56683e4d39fed167c9e97ea7bfa5aa8442f492e9845e800613fe437394e647f	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O5c4477a4c5d5699c	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:2:||/lhs_short_circuits	a4e327f316dc930040a63089818227d56ce7c9145689b8b61c0e3757178110e8	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O09e229637d4a9fa8	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:2:||/rhs_evaluated	a4e327f316dc930040a63089818227d56ce7c9145689b8b61c0e3757178110e8	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O4c7be6b3785a5fc8	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:3:||/lhs_short_circuits	130044c11fbeb65b3bb174848cb947d280c0eec99c0eb149602a157f6908618d	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O466bfdc4dc71a2ee	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:3:||/rhs_evaluated	130044c11fbeb65b3bb174848cb947d280c0eec99c0eb149602a157f6908618d	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O4cf290009a6c5c4e	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:4:||/lhs_short_circuits	f3836735255773eb6b658727537363e0955d48ed4db8bd60935db0ed84b0c067	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O39e18e54c044935a	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:4:||/rhs_evaluated	f3836735255773eb6b658727537363e0955d48ed4db8bd60935db0ed84b0c067	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O80a1fc54b64a1f2e	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:5:||/lhs_short_circuits	3ccfbd80eb2635458443dee9291247af6169191582c94650e139acbdaa649708	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
Od0a6bc67acff6a43	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:5:||/rhs_evaluated	3ccfbd80eb2635458443dee9291247af6169191582c94650e139acbdaa649708	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O15dfa74de22d1cc8	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:6:||/lhs_short_circuits	dbd29cdd722996eea63bf68b5b861803579aac9576a9ff4889c16697adf7880c	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O46adbc42c033fd87	short_circuit	pkg/planner/core/find_best_task.go	canBuildSingleMVIndexOnlyIndexMerge/logical:6:||/rhs_evaluated	dbd29cdd722996eea63bf68b5b861803579aac9576a9ff4889c16697adf7880c	canBuildSingleMVIndexOnlyIndexMerge	UNREACHABLE	-	U_INDEX_MERGE
O1a5e25c527d32e71	function	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount	27aca1c50acc4ddae7a0c3a51f8c90d522828bf7751413c0b177c7e231975cd7	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
O53b6acd0b50177ed	branch	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/if:1/false	9a5559767c08410592f2cd2ead91d03bec07f9013f124019478e84c4422ca56c	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
O017179a318e9b26a	branch	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/if:1/true	9a5559767c08410592f2cd2ead91d03bec07f9013f124019478e84c4422ca56c	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
Oa36bab929ffe3cdc	branch	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/if:2/false	d3c0a308e6b94869604a374663514154a60a931805dfacc4b0068bafe3b57819	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
O117584af20c81ec7	branch	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/if:2/true	d3c0a308e6b94869604a374663514154a60a931805dfacc4b0068bafe3b57819	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
O42c3dddb7a814551	branch	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/if:3/false	b5cb3909dc6ad724621c5d505e36ac0ebfba6393b8934254f547f7f29112f94d	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
Oc8eeb71b77dcc329	branch	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/if:3/true	b5cb3909dc6ad724621c5d505e36ac0ebfba6393b8934254f547f7f29112f94d	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
Of0aaf77ba3e1f9f0	short_circuit	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/logical:1:||/lhs_short_circuits	c57846540daa7a1269c45da17c500f70bffd6b4fb6347738630983673f0da665	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
O1269de1f5b7e1c3b	short_circuit	pkg/planner/core/find_best_task.go	candidatePath.equalPredicateCount/logical:1:||/rhs_evaluated	c57846540daa7a1269c45da17c500f70bffd6b4fb6347738630983673f0da665	candidatePath.equalPredicateCount	PORTED	skyline::compare_eq_or_in	R_SKYLINE_EQ
O7db6911e410f970e	function	pkg/planner/core/find_best_task.go	candidatePath.hasOnlyEqualPredicatesInDNF	67350d3980809361b0cde81cf3ba4a5e30b997e1a0e7ea19b03a116dde33240d	candidatePath.hasOnlyEqualPredicatesInDNF	PORTED	skyline::is_full_index_match	R_SKYLINE_EQ
O41b740b82f966bee	closure	pkg/planner/core/find_best_task.go	candidatePath.hasOnlyEqualPredicatesInDNF/closure:1	1a83a74c753a16c55d11468becafc41bf9434f1e24660997aa6c6a414e54259e	candidatePath.hasOnlyEqualPredicatesInDNF	PORTED	skyline::is_full_index_match	R_SKYLINE_EQ
Oace5911e637b7c8b	branch	pkg/planner/core/find_best_task.go	candidatePath.hasOnlyEqualPredicatesInDNF/if:1/false	fcf16d4fd5a788af5fdebc82dc5b4cf6049e7a4464f50f78595e5f550c4b4d0a	candidatePath.hasOnlyEqualPredicatesInDNF	PORTED	skyline::is_full_index_match	R_SKYLINE_EQ
O01bbd0917ec0c1af	branch	pkg/planner/core/find_best_task.go	candidatePath.hasOnlyEqualPredicatesInDNF/if:1/true	fcf16d4fd5a788af5fdebc82dc5b4cf6049e7a4464f50f78595e5f550c4b4d0a	candidatePath.hasOnlyEqualPredicatesInDNF	PORTED	skyline::is_full_index_match	R_SKYLINE_EQ
O13a1d2968b5c241b	branch	pkg/planner/core/find_best_task.go	candidatePath.hasOnlyEqualPredicatesInDNF/if:2/false	901d6215a1c13fe3aa978aab639f7ff5e3e3b9a2704d322445be09e014dd19d6	candidatePath.hasOnlyEqualPredicatesInDNF	PORTED	skyline::is_full_index_match	R_SKYLINE_EQ
